Gavialis_gangeticus	Crocodylus_porosus	Alligator_sinensis	Alligator_mississippiensis	
0.0008446	1.6864e-06	0.001879	0.00041053	
0.00084594	1.5669e-06	0.0018943	0.00041312	
0.00084736	1.4474e-06	0.0019096	0.00041572	
0.00084867	1.6315e-06	0.0019249	0.00041831	
0.00084994	1.806e-06	0.0019402	0.00042088	
0.00085117	1.971e-06	0.0019554	0.00042344	
0.00085247	2.1372e-06	0.0019707	0.00042602	
0.00085374	2.2939e-06	0.001986	0.00042858	
0.00085508	2.4519e-06	0.0020014	0.00043115	
0.00085637	2.6005e-06	0.0020167	0.00043372	
0.00085773	2.7489e-06	0.0020321	0.00043629	
0.00085905	2.8881e-06	0.0020474	0.00043886	
0.00086034	3.0183e-06	0.0020628	0.0004414	
0.0008617	3.1495e-06	0.0020782	0.00044397	
0.00086311	3.2806e-06	0.0020937	0.00044655	
0.00086449	3.4027e-06	0.0021091	0.00044911	
0.00086593	3.5246e-06	0.0021246	0.00045169	
0.00086733	3.6373e-06	0.0021401	0.00045426	
0.00086879	3.7498e-06	0.0021556	0.00045684	
0.00087032	3.8634e-06	0.0021712	0.00045943	
0.00087191	3.9769e-06	0.0021869	0.00046204	
0.00087346	4.0812e-06	0.0022026	0.00046464	
0.00087507	4.1854e-06	0.0022183	0.00046724	
0.00087664	4.2805e-06	0.002234	0.00046984	
0.00087818	4.3668e-06	0.0022496	0.00047242	
0.00087978	4.4529e-06	0.0022653	0.00047501	
0.00088135	4.5302e-06	0.002281	0.00047759	
0.00088288	4.5989e-06	0.0022967	0.00048016	
0.00088449	4.6685e-06	0.0023125	0.00048275	
0.00088606	4.7292e-06	0.0023282	0.00048532	
0.0008876	4.7812e-06	0.0023439	0.00048787	
0.00088919	4.8329e-06	0.0023596	0.00049044	
0.00089086	4.8856e-06	0.0023755	0.00049303	
0.00089258	4.9382e-06	0.0023914	0.00049563	
0.00089436	4.9907e-06	0.0024073	0.00049825	
0.0008962	5.043e-06	0.0024233	0.00050088	
0.00089809	5.0952e-06	0.0024394	0.00050352	
0.00090006	5.1487e-06	0.0024555	0.00050618	
0.0009021	5.2036e-06	0.0024718	0.00050886	
0.00090411	5.2493e-06	0.002488	0.00051152	
0.00090608	5.2859e-06	0.0025041	0.00051417	
0.00090801	5.3134e-06	0.0025203	0.00051681	
0.00091002	5.3423e-06	0.0025365	0.00051946	
0.0009121	5.3726e-06	0.0025528	0.00052213	
0.00091425	5.403e-06	0.0025692	0.00052482	
0.00091645	5.4335e-06	0.0025856	0.00052752	
0.00091862	5.4548e-06	0.002602	0.00053021	
0.00092076	5.4671e-06	0.0026183	0.00053288	
0.00092286	5.4705e-06	0.0026347	0.00053554	
0.00092502	5.4741e-06	0.0026511	0.00053821	
0.00092714	5.4683e-06	0.0026675	0.00054087	
0.00092923	5.4535e-06	0.0026839	0.00054352	
0.00093128	5.4296e-06	0.0027002	0.00054615	
0.00093342	5.4075e-06	0.0027166	0.0005488	
0.00093551	5.3759e-06	0.002733	0.00055144	
0.00093768	5.3461e-06	0.0027495	0.00055409	
0.00093992	5.3168e-06	0.002766	0.00055676	
0.00094223	5.288e-06	0.0027826	0.00055945	
0.0009445	5.2495e-06	0.0027992	0.00056212	
0.00094672	5.2017e-06	0.0028157	0.00056478	
0.00094891	5.1445e-06	0.0028323	0.00056742	
0.00095118	5.0894e-06	0.0028489	0.00057008	
0.00095354	5.0365e-06	0.0028656	0.00057276	
0.00095599	4.9859e-06	0.0028823	0.00057547	
0.00095839	4.9253e-06	0.0028991	0.00057816	
0.00096074	4.8547e-06	0.0029158	0.00058083	
0.00096319	4.7865e-06	0.0029326	0.00058352	
0.00096573	4.7208e-06	0.0029495	0.00058624	
0.00096837	4.6577e-06	0.0029665	0.00058898	
0.00097111	4.5972e-06	0.0029836	0.00059175	
0.0009738	4.5262e-06	0.0030006	0.0005945	
0.00097659	4.4581e-06	0.0030178	0.00059727	
0.00097949	4.3927e-06	0.003035	0.00060007	
0.00098226	4.3135e-06	0.0030524	0.0006029	
0.00098485	4.8059e-06	0.0030697	0.0006057	
0.00098752	5.3093e-06	0.0030871	0.00060853	
0.00099014	5.7965e-06	0.0031044	0.00061134	
0.00099287	6.2985e-06	0.0031219	0.00061417	
0.0009957	6.8161e-06	0.0031394	0.00061704	
0.00099847	7.3171e-06	0.0031569	0.00061988	
0.0010012	7.8026e-06	0.0031744	0.0006227	
0.001004	8.2998e-06	0.003192	0.00062554	
0.0010069	8.8133e-06	0.0032096	0.00062841	
0.0010099	9.3439e-06	0.0032274	0.00063131	
0.0010129	9.8571e-06	0.0032451	0.00063419	
0.0010158	1.0354e-05	0.0032628	0.00063705	
0.0010188	1.0868e-05	0.0032806	0.00063994	
0.001022	1.1401e-05	0.0032985	0.00064285	
0.0010251	1.1915e-05	0.0033163	0.00064575	
0.0010282	1.2444e-05	0.0033343	0.00064866	
0.0010313	1.2955e-05	0.0033522	0.00065156	
0.0010346	1.3486e-05	0.0033702	0.00065449	
0.0010376	1.7234e-05	0.0033882	0.00065739	
0.0010408	2.1097e-05	0.0034062	0.00066032	
0.0010439	2.4834e-05	0.0034244	0.00066328	
0.001047	2.8712e-05	0.0034427	0.00066627	
0.0010503	3.2709e-05	0.0034611	0.00066928	
0.0010535	3.6628e-05	0.0034794	0.00067228	
0.0010566	4.0471e-05	0.0034977	0.00067525	
0.0010598	4.4457e-05	0.0035161	0.00067825	
0.001063	4.8367e-05	0.0035344	0.00068122	
0.0010661	5.22e-05	0.0035528	0.00068418	
0.0010692	5.5966e-05	0.003571	0.00068712	
0.0010723	5.9846e-05	0.0035894	0.00069008	
0.0010754	6.3652e-05	0.0036077	0.00069302	
0.0010784	6.7384e-05	0.0036259	0.00069594	
0.0010815	7.1256e-05	0.0036443	0.00069888	
0.0010846	7.5052e-05	0.0036627	0.00070181	
0.0010876	7.8782e-05	0.0036809	0.00070472	
0.0010907	8.2626e-05	0.0036993	0.00070765	
0.0010938	8.6395e-05	0.0037177	0.00071056	
0.0010968	9.0097e-05	0.0037359	0.00071345	
0.0010999	9.3914e-05	0.0037543	0.00071636	
0.0011029	9.7655e-05	0.0037727	0.00071925	
0.0011058	0.00010132	0.003791	0.00072212	
0.0011089	0.00010513	0.0038094	0.00072502	
0.0011119	0.00010887	0.0038277	0.0007279	
0.001115	0.00011272	0.0038462	0.0007308	
0.0011181	0.0001165	0.0038646	0.00073368	
0.0011211	0.00012021	0.003883	0.00073654	
0.001124	0.00012385	0.0039013	0.00073939	
0.001127	0.0001276	0.0039198	0.00074225	
0.00113	0.00013128	0.0039382	0.00074509	
0.0011329	0.00013489	0.0039565	0.00074791	
0.0011359	0.0001386	0.0039749	0.00075076	
0.0011388	0.00014225	0.0039933	0.00075358	
0.0011417	0.00014583	0.0040117	0.00075639	
0.0011445	0.00014934	0.00403	0.00075917	
0.0011472	0.00015279	0.0040482	0.00076194	
0.0011499	0.00015616	0.0040665	0.00076468	
0.0011527	0.00015965	0.0040848	0.00076745	
0.0011554	0.00016306	0.004103	0.0007702	
0.0011583	0.00016661	0.0041212	0.00077292	
0.0011611	0.00017008	0.0041394	0.00077562	
0.001164	0.00017367	0.0041577	0.00077835	
0.0011668	0.00017718	0.0041759	0.00078105	
0.0011695	0.00018062	0.004194	0.00078374	
0.0011722	0.00018399	0.0042121	0.0007864	
0.001175	0.00018749	0.0042304	0.00078909	
0.0011778	0.00019092	0.0042486	0.00079176	
0.0011804	0.00019427	0.0042667	0.00079441	
0.0011778	0.0001979	0.0042849	0.00079708	
0.001175	0.00020144	0.0043031	0.00079974	
0.0011724	0.00020514	0.0043214	0.00080243	
0.0011699	0.00020899	0.0043399	0.00080514	
0.0011673	0.00021276	0.0043582	0.00080784	
0.0011649	0.00021669	0.0043767	0.00081057	
0.0011625	0.00022075	0.0043954	0.00081332	
0.0011603	0.00022498	0.0044141	0.0008161	
0.001158	0.00022913	0.0044328	0.00081887	
0.0011558	0.00023342	0.0044516	0.00082165	
0.0011536	0.00023763	0.0044703	0.00082442	
0.0011512	0.00024174	0.004489	0.00082716	
0.001149	0.00024602	0.0045079	0.00082994	
0.0011469	0.00025049	0.0045268	0.00083275	
0.0011448	0.00025486	0.0045457	0.00083554	
0.0011428	0.00025946	0.0045645	0.0008383	
0.0011407	0.00026396	0.0045833	0.00084104	
0.0011386	0.00026837	0.0046021	0.00084375	
0.0011365	0.00027292	0.0046209	0.0008465	
0.0011344	0.00027739	0.0046397	0.00084922	
0.0011325	0.00028205	0.0046586	0.00085197	
0.0011306	0.00028689	0.0046776	0.00085476	
0.0011288	0.0002919	0.0046968	0.00085757	
0.0011269	0.0002968	0.0047158	0.00086036	
0.0011252	0.00030187	0.004735	0.00086317	
0.0011235	0.00030714	0.0047543	0.00086602	
0.001122	0.00031263	0.0047738	0.0008689	
0.0011205	0.00031831	0.0047933	0.0008718	
0.0011191	0.00032421	0.004813	0.00087474	
0.0011179	0.00033036	0.0048328	0.00087771	
0.0011167	0.00033671	0.0048527	0.00088071	
0.0011155	0.00034295	0.0048725	0.00088368	
0.0011142	0.00034906	0.0048923	0.00088664	
0.001123	0.00035478	0.0049121	0.00088957	
0.0011317	0.00036038	0.0049318	0.00089248	
0.0011406	0.00036621	0.0049516	0.00089543	
0.0011497	0.00037228	0.0049531	0.00089845	
0.0011588	0.00037823	0.0049545	0.00090146	
0.0011677	0.00038408	0.004956	0.00090444	
0.001177	0.00039021	0.0049573	0.0009074	
0.0011861	0.00039622	0.0049587	0.00091034	
0.0011951	0.0004021	0.00496	0.00091325	
0.001204	0.00040787	0.0049613	0.00091614	
0.0012128	0.00041354	0.0049625	0.00091901	
0.0012215	0.0004191	0.0049638	0.00092186	
0.0012303	0.00042485	0.004965	0.00092473	
0.0012391	0.00043048	0.0049663	0.00092759	
0.0012477	0.000436	0.0049675	0.00093042	
0.0012566	0.00044174	0.0049687	0.00093328	
0.0012654	0.00044737	0.0049699	0.00093612	
0.001274	0.00045289	0.0049711	0.00093894	
0.0012826	0.00045832	0.0049723	0.00094174	
0.0012914	0.00046395	0.0049735	0.00094457	
0.0013004	0.00046982	0.0049748	0.00094743	
0.0013093	0.00047557	0.004976	0.00095027	
0.0013181	0.00048122	0.0049773	0.00095309	
0.0013271	0.00048709	0.0049785	0.00095594	
0.0013363	0.0004932	0.0049799	0.00095883	
0.0013458	0.0004995	0.0049812	0.00096174	
0.0013551	0.00050569	0.0049826	0.00096463	
0.0013643	0.00051176	0.0049839	0.0009675	
0.0013735	0.00051772	0.0049852	0.00097034	
0.0013828	0.00052392	0.0049865	0.00097322	
0.0013924	0.00053036	0.0049879	0.00097613	
0.0014019	0.00053668	0.0049893	0.00097902	
0.0014112	0.00054287	0.0049906	0.00098189	
0.0014208	0.00054927	0.004992	0.00098478	
0.0014303	0.00055554	0.0049933	0.00098765	
0.0014314	0.00056229	0.0049947	0.00099056	
0.0014327	0.00056931	0.0049962	0.0009935	
0.0014341	0.00057661	0.0049977	0.00099647	
0.0014354	0.00058377	0.0049992	0.00099942	
0.0014368	0.00059116	0.0050008	0.0010024	
0.0014383	0.00059884	0.0050023	0.0010054	
0.0014399	0.00060675	0.005004	0.0010084	
0.0014414	0.00061454	0.0050056	0.0010115	
0.0014429	0.00062219	0.0050072	0.0010144	
0.0014445	0.00063013	0.0050088	0.0010175	
0.0014462	0.00063836	0.0050105	0.0010205	
0.0014481	0.0006469	0.0050122	0.0010236	
0.0014498	0.00065531	0.005014	0.0010267	
0.0014517	0.00066403	0.0050157	0.0010298	
0.0014537	0.00067307	0.0050176	0.0010329	
0.0014556	0.00068196	0.0050193	0.0010361	
0.0014575	0.00069071	0.0050211	0.0010392	
0.0014595	0.00069973	0.0050229	0.0010423	
0.0014615	0.00070902	0.0050248	0.0010454	
0.0014635	0.00071817	0.0050266	0.0010486	
0.0014656	0.00072759	0.0050285	0.0010517	
0.0014677	0.00073686	0.0050303	0.0010549	
0.0014698	0.00074641	0.0050322	0.001058	
0.0014719	0.0007558	0.0050341	0.0010612	
0.0014739	0.00076505	0.0050359	0.0010643	
0.001476	0.00077457	0.0050378	0.0010674	
0.001478	0.00078395	0.0050397	0.0010706	
0.0014802	0.00079366	0.0050416	0.0010737	
0.0014825	0.00080373	0.0050435	0.0010769	
0.0014847	0.00081363	0.0050455	0.0010801	
0.001487	0.0008239	0.0050474	0.0010833	
0.0014896	0.00082605	0.0050495	0.0010866	
0.001492	0.00082814	0.0050515	0.0010898	
0.0014946	0.00083034	0.0050536	0.001093	
