Trichechus_manatus	Procavia_capensis	Orycteropus_afer	Mammuthus_primigenius	Loxodonta_africana	Heterohyrax_brucei	Elephas_maximus	Elephantulus_edwardii	Echinops_telfairi	Dugong_dugon	Chrysochloris_asiatica	
1.3425e-05	0.010784	7.6235e-08	0.00042843	0.017085	0.00020026	0.00010906	1.644e-06	0.0062153	0.0013687	7.3852e-09	
1.342e-05	0.010793	7.6099e-08	0.00042667	0.017104	0.00020108	0.00011064	1.6584e-06	0.0058434	0.0013835	9.1499e-09	
1.3421e-05	0.010801	7.6956e-08	0.00042492	0.017124	0.00020189	0.00011222	1.6922e-06	0.0055532	0.0013986	1.0751e-08	
1.3429e-05	0.010809	7.8777e-08	0.00042317	0.017143	0.00020271	0.00011381	1.7466e-06	0.0053272	0.0014142	1.2216e-08	
1.3421e-05	0.010818	7.8717e-08	0.0004214	0.017163	0.00020352	0.00011539	1.7874e-06	0.0050648	0.0014295	1.2269e-08	
1.342e-05	0.010826	7.9592e-08	0.00041964	0.017183	0.00020435	0.00011697	1.8495e-06	0.0041598	0.0014452	1.2252e-08	
1.3424e-05	0.010835	8.1397e-08	0.00041788	0.017202	0.00020518	0.00011856	1.9363e-06	0.0034272	0.0014613	1.208e-08	
1.3433e-05	0.010844	8.4165e-08	0.00041611	0.017222	0.00020603	0.00012016	2.0526e-06	0.0028325	0.0014777	1.1743e-08	
1.345e-05	0.010854	8.8178e-08	0.00041435	0.017242	0.0002069	0.00012175	2.0462e-06	0.0023601	0.0014945	1.1319e-08	
1.3473e-05	0.010863	9.3541e-08	0.00041259	0.017262	0.00020778	0.00012336	2.0606e-06	0.0019835	0.0015118	1.0788e-08	
1.3503e-05	0.010873	1.0042e-07	0.00041083	0.017282	0.00020868	0.00012497	2.0976e-06	0.0016829	0.0015295	1.0133e-08	
1.3519e-05	0.010882	1.0522e-07	0.00040906	0.017302	0.00020956	0.00012657	2.1209e-06	0.0013459	0.0015469	8.1127e-09	
1.3542e-05	0.010892	1.1165e-07	0.00040729	0.017322	0.00021046	0.00012817	2.1686e-06	0.0010778	0.0015649	5.9581e-09	
1.355e-05	0.010902	1.1591e-07	0.00040551	0.017342	0.00021135	0.00012977	2.2011e-06	0.00076749	0.0015825	1.0317e-08	
1.3543e-05	0.010912	1.18e-07	0.00040372	0.017362	0.00021222	0.00013135	2.2189e-06	0.00041519	0.0016	1.3171e-08	
1.3521e-05	0.010921	1.179e-07	0.00040192	0.017382	0.00021307	0.00013292	2.2219e-06	0.00036592	0.0016172	1.435e-08	
1.3484e-05	0.01093	1.1553e-07	0.00040011	0.017402	0.00021391	0.00013447	2.2088e-06	0.00036511	0.0016342	2.1866e-08	
1.3453e-05	0.01094	1.1465e-07	0.00039829	0.017422	0.00021477	0.00013604	2.2177e-06	0.00031164	0.0016516	3.0318e-08	
1.3407e-05	0.010949	1.1155e-07	0.00039647	0.017442	0.00021561	0.00013759	2.2115e-06	0.00024723	0.0016688	3.6732e-08	
1.3369e-05	0.010959	1.1017e-07	0.00039465	0.017462	0.00021647	0.00013915	2.2304e-06	0.00019981	0.0016864	3.2568e-08	
1.3339e-05	0.010969	1.1048e-07	0.00039282	0.017483	0.00021734	0.00014069	2.2762e-06	0.00016355	0.0017046	2.9187e-08	
1.3294e-05	0.010979	1.0851e-07	0.00039098	0.017503	0.0002182	0.00014223	2.3017e-06	0.00014378	0.0017224	2.8262e-08	
1.3233e-05	0.010988	1.0422e-07	0.00038912	0.017523	0.00021904	0.00014375	2.3079e-06	0.00013552	0.00174	2.9617e-08	
1.3179e-05	0.010998	1.0137e-07	0.00038727	0.017543	0.0002199	0.00014528	2.3374e-06	0.0001309	0.0017581	3.1396e-08	
1.3133e-05	0.011009	1.0014e-07	0.00038542	0.017563	0.00022078	0.00014681	2.2613e-06	0.00013027	0.0017766	3.3827e-08	
1.3072e-05	0.011019	9.675e-08	0.00038356	0.017583	0.00022168	0.00014833	2.1641e-06	0.00012479	0.0017949	3.4456e-08	
1.3018e-05	0.01103	9.4933e-08	0.00038169	0.017603	0.00022259	0.00014986	1.8336e-06	0.00012319	0.0018137	3.5762e-08	
1.2949e-05	0.01104	9.495e-08	0.00037984	0.017624	0.00022349	0.0001514	1.5925e-06	0.00012535	0.0018322	3.7801e-08	
1.2887e-05	0.011051	9.6208e-08	0.00037796	0.017644	0.0002244	0.00015292	1.4105e-06	0.00013073	0.0018512	4.0447e-08	
1.283e-05	0.011062	9.868e-08	0.0003761	0.017665	0.00022533	0.00015445	1.2728e-06	0.00013942	0.0018706	4.3736e-08	
1.2759e-05	0.011073	9.9124e-08	0.00037421	0.017685	0.00022625	0.00015597	1.1098e-06	0.00014343	0.0018898	4.5179e-08	
1.2694e-05	0.011084	1.0076e-07	0.00037233	0.017705	0.00022718	0.0001575	9.8571e-07	0.00015077	0.0019095	4.7264e-08	
1.2635e-05	0.011095	1.0385e-07	0.00037046	0.017726	0.00022812	0.00015903	8.9486e-07	0.00012605	0.0019296	5.0429e-08	
1.2584e-05	0.011107	1.0848e-07	0.00036858	0.017747	0.00022909	0.00016056	8.2932e-07	0.00010682	0.0019503	5.4589e-08	
1.2539e-05	0.011118	1.1478e-07	0.0003667	0.017767	0.00023007	0.00016211	7.8366e-07	9.1959e-05	0.0019714	5.9893e-08	
1.248e-05	0.01113	1.1905e-07	0.00036481	0.017788	0.00023104	0.00016364	7.2745e-07	7.2645e-05	0.0019924	6.3285e-08	
1.2428e-05	0.011142	1.2512e-07	0.00036293	0.017809	0.00023202	0.00016518	6.8905e-07	5.7236e-05	0.0020139	6.7927e-08	
1.2382e-05	0.011154	1.3291e-07	0.00036104	0.01783	0.00023303	0.00016673	6.6404e-07	4.4464e-05	0.0020359	7.3775e-08	
1.2322e-05	0.011166	1.3844e-07	0.00035914	0.017851	0.00023401	0.00016826	6.2975e-07	2.7481e-05	0.0020576	7.7946e-08	
1.227e-05	0.011178	1.4621e-07	0.00035725	0.017872	0.00023498	0.00016776	6.1017e-07	1.3485e-05	0.00208	8.3791e-08	
1.2203e-05	0.01119	1.5163e-07	0.00035534	0.017893	0.00023594	0.00016726	5.8165e-07	1.5389e-05	0.002102	8.7274e-08	
1.2142e-05	0.011202	1.5909e-07	0.00035343	0.017914	0.00023688	0.00016676	4.6154e-07	1.7306e-05	0.0021246	9.2255e-08	
1.2088e-05	0.011214	1.5538e-07	0.00035153	0.017935	0.00023784	0.00016626	4.2344e-07	1.6009e-05	0.0021479	9.4265e-08	
1.202e-05	0.011225	1.6684e-07	0.00034961	0.017956	0.00023878	0.00016575	3.4063e-07	1.6035e-05	0.0021708	1.0018e-07	
1.1958e-05	0.011238	1.5779e-07	0.0003477	0.017977	0.00023974	0.00016524	2.8045e-07	1.6386e-05	0.0021942	1.0851e-07	
1.188e-05	0.011249	1.4599e-07	0.00034577	0.017998	0.00024069	0.00016472	2.0699e-07	1.3833e-05	0.0022174	1.1423e-07	
1.181e-05	0.011262	1.3684e-07	0.00034385	0.01802	0.00024165	0.00016421	1.5297e-07	1.1437e-05	0.0022412	1.2225e-07	
1.1746e-05	0.011274	1.2973e-07	0.00034193	0.018005	0.00024263	0.00016369	1.1185e-07	8.8564e-06	0.0022655	1.3252e-07	
1.1689e-05	0.011289	1.2476e-07	0.00033999	0.017991	0.00024171	0.00016317	8.1538e-08	6.1056e-06	0.0022906	1.4579e-07	
1.1639e-05	0.011304	1.2174e-07	0.00033806	0.017976	0.00024082	0.00016265	5.9102e-08	2.9903e-06	0.0023163	1.6261e-07	
1.1575e-05	0.011319	1.1655e-07	0.00033611	0.017962	0.00023994	0.00016212	3.0873e-08	5.2785e-06	0.0023417	1.7604e-07	
1.1497e-05	0.011335	1.0914e-07	0.00033416	0.017948	0.00023908	0.00016158	3.1397e-08	2.2436e-05	0.0023668	1.857e-07	
1.1424e-05	0.011351	1.0337e-07	0.0003322	0.017933	0.00023823	0.00016104	3.309e-08	4.263e-05	0.0023925	1.9831e-07	
1.1338e-05	0.011367	9.5463e-08	0.00033024	0.017919	0.00023738	0.0001605	3.162e-08	0.00017563	0.0024179	2.0733e-07	
1.1258e-05	0.011383	8.9341e-08	0.00032828	0.017905	0.00023654	0.00015995	3.1597e-08	0.00034604	0.0024439	2.1982e-07	
1.1184e-05	0.011399	8.456e-08	0.00032631	0.017891	0.00023571	0.00015941	3.2693e-08	0.0005594	0.0024706	2.3573e-07	
1.1116e-05	0.011416	8.1211e-08	0.00032435	0.017876	0.0002349	0.00015887	3.5314e-08	0.00083423	0.002498	2.5612e-07	
1.1034e-05	0.011433	7.5818e-08	0.00032238	0.017862	0.00023408	0.00015832	3.4578e-08	0.0010728	0.0025251	2.7268e-07	
1.0959e-05	0.011449	7.1801e-08	0.0003204	0.017848	0.00023328	0.00015778	3.5429e-08	0.0013814	0.0025529	2.941e-07	
1.0904e-05	0.011467	6.8843e-08	0.00031843	0.017834	0.00023249	0.00015723	3.7651e-08	0.0017862	0.0025602	3.2164e-07	
1.0836e-05	0.011484	6.3911e-08	0.00031645	0.01782	0.00023169	0.00015668	3.6425e-08	0.0021373	0.0025674	3.4461e-07	
1.0773e-05	0.011501	6.0197e-08	0.00031447	0.017806	0.0002309	0.00015613	3.692e-08	0.0025939	0.0025749	3.7389e-07	
1.0967e-05	0.011501	5.7618e-08	0.00031247	0.017792	0.00023114	0.00015557	3.8938e-08	0.0031737	0.0025759	4.0985e-07	
1.1145e-05	0.011502	5.3145e-08	0.00031585	0.017779	0.0002314	0.00015499	3.7453e-08	0.0036766	0.0025768	4.4037e-07	
1.1329e-05	0.011502	4.9533e-08	0.00031924	0.017765	0.00023167	0.00015442	3.7411e-08	0.0043139	0.0025779	4.7794e-07	
1.152e-05	0.011503	4.6729e-08	0.00032261	0.017751	0.00023196	0.00015384	3.887e-08	0.0051489	0.0025791	4.758e-07	
1.172e-05	0.011504	4.495e-08	0.00032598	0.017737	0.00023227	0.00015326	4.2286e-08	0.0062739	0.0025806	4.3134e-07	
1.1926e-05	0.011506	4.3745e-08	0.00032936	0.017723	0.00023258	0.00015269	4.7391e-08	0.0076715	0.0025822	3.9456e-07	
1.2139e-05	0.011507	4.3063e-08	0.00033275	0.017709	0.00023291	0.00015211	5.4475e-08	0.0093963	0.002584	3.6423e-07	
1.2359e-05	0.011509	4.2876e-08	0.00033613	0.017696	0.00023326	0.00015154	6.3986e-08	0.01152	0.002586	3.3942e-07	
1.2565e-05	0.011511	4.1133e-08	0.00033951	0.017682	0.00023359	0.00015096	6.9724e-08	0.013445	0.0025879	3.1057e-07	
1.2779e-05	0.011513	4.0017e-08	0.00034289	0.017668	0.00023393	0.00015038	7.865e-08	0.013998	0.00259	2.8771e-07	
1.2978e-05	0.011514	3.9645e-08	0.00034626	0.017655	0.00023426	0.0001498	9.1142e-08	0.014691	0.002592	2.6924e-07	
1.3185e-05	0.011516	3.9698e-08	0.00034963	0.017641	0.00023461	0.00014921	1.078e-07	0.015555	0.0025942	2.5453e-07	
1.3377e-05	0.011519	3.8229e-08	0.00035299	0.017628	0.00023497	0.00014861	1.198e-07	0.016331	0.0025963	2.3661e-07	
1.3577e-05	0.011521	3.7294e-08	0.00035636	0.017614	0.00023534	0.00014802	1.3707e-07	0.016508	0.0025985	2.2305e-07	
1.3784e-05	0.011524	3.6693e-08	0.00035973	0.017601	0.00023573	0.00014743	1.5981e-07	0.016748	0.002601	2.1236e-07	
1.4e-05	0.011526	3.6524e-08	0.0003631	0.017588	0.00023613	0.00014684	1.9034e-07	0.017071	0.0026036	2.0459e-07	
1.4201e-05	0.011529	3.6874e-08	0.00036646	0.017574	0.00023652	0.00014624	2.3102e-07	0.017493	0.0026062	1.9947e-07	
1.4388e-05	0.011532	3.574e-08	0.00036982	0.017561	0.00023693	0.00014563	2.6429e-07	0.017864	0.0026086	1.9176e-07	
1.4582e-05	0.011535	3.4982e-08	0.00037317	0.017548	0.00023734	0.00014502	3.0855e-07	0.01834	0.0026112	1.8649e-07	
1.4762e-05	0.011538	3.2779e-08	0.00037652	0.017534	0.00023775	0.00014441	3.4512e-07	0.018764	0.0026138	1.7875e-07	
1.4929e-05	0.011541	2.9123e-08	0.00037986	0.017521	0.00023814	0.00014378	3.7463e-07	0.019142	0.0026162	1.6851e-07	
1.5102e-05	0.011544	2.5823e-08	0.0003832	0.017508	0.00023855	0.00014315	4.151e-07	0.019624	0.0026188	1.6066e-07	
1.5262e-05	0.011548	2.1082e-08	0.00038653	0.017494	0.00023894	0.00014252	4.4785e-07	0.020053	0.0026213	1.5034e-07	
1.5407e-05	0.01155	1.485e-08	0.00038985	0.017481	0.00023932	0.00014187	4.7323e-07	0.020433	0.0026238	1.3742e-07	
1.556e-05	0.011554	9.1115e-09	0.00039317	0.017468	0.00023972	0.00014123	4.4701e-07	0.020421	0.0026264	1.2847e-07	
1.5722e-05	0.011557	3.6357e-09	0.0003965	0.017455	0.00024013	0.00014059	4.3108e-07	0.020468	0.0026292	1.2171e-07	
1.5869e-05	0.01156	4.1742e-09	0.00039981	0.017441	0.00024052	0.00013994	4.0845e-07	0.020487	0.0026319	1.1264e-07	
1.6002e-05	0.011564	3.6323e-09	0.00040312	0.017428	0.00024091	0.00013928	3.7872e-07	0.020477	0.0026346	1.0119e-07	
1.6145e-05	0.011567	2.6695e-09	0.00040643	0.017415	0.00024131	0.00013863	3.5953e-07	0.020529	0.0026374	9.1999e-08	
1.6271e-05	0.01157	5.8749e-09	0.00040974	0.017402	0.00024169	0.00013796	3.3238e-07	0.020544	0.0026401	8.0845e-08	
1.6407e-05	0.011574	9.0011e-09	0.00041304	0.017389	0.00024209	0.00013729	3.1532e-07	0.020625	0.002643	7.1801e-08	
1.6553e-05	0.011578	1.2156e-08	0.00041635	0.017376	0.00024251	0.00013663	3.0698e-07	0.020778	0.0026461	6.4559e-08	
1.6709e-05	0.011582	1.546e-08	0.00041967	0.017363	0.00024295	0.00013597	3.0682e-07	0.020615	0.0026495	5.8999e-08	
1.6876e-05	0.011585	1.915e-08	0.00042299	0.01735	0.00024336	0.00013532	3.1497e-07	0.020528	0.002653	5.4813e-08	
1.7052e-05	0.01159	2.3118e-08	0.00042631	0.017337	0.0002438	0.00013467	2.8204e-07	0.020504	0.0026568	5.1634e-08	
1.724e-05	0.011594	2.7619e-08	0.00042964	0.017325	0.00024425	0.00013402	2.6012e-07	0.020558	0.0026608	4.9582e-08	
1.741e-05	0.011598	3.2844e-08	0.00043296	0.017312	0.00024471	0.00013336	2.464e-07	0.020677	0.0026647	4.8372e-08	
1.7563e-05	0.011603	3.6356e-08	0.00043627	0.017299	0.00024516	0.00013269	2.2569e-07	0.020755	0.0026684	4.5182e-08	
1.77e-05	0.011607	7.3579e-08	0.00043956	0.017286	0.0002456	0.00013201	1.9806e-07	0.020798	0.002672	4.0092e-08	
1.7821e-05	0.011612	8.3009e-08	0.00044286	0.017274	0.00024605	0.00013133	1.7949e-07	0.020913	0.0026755	3.6029e-08	
1.795e-05	0.011616	8.4784e-08	0.00044617	0.017261	0.00024652	0.00013065	1.4024e-07	0.020883	0.0026792	4.0134e-08	
1.8089e-05	0.011621	8.7752e-08	0.00044948	0.017248	0.000247	0.00012998	1.106e-07	0.020469	0.0026831	4.5239e-08	
1.8238e-05	0.011627	9.1995e-08	0.00045279	0.017236	0.0002475	0.00012931	8.8275e-08	0.019137	0.0026872	5.1545e-08	
1.8369e-05	0.011632	9.4087e-08	0.0004561	0.017224	0.00024798	0.00012862	6.1602e-08	0.018991	0.0026911	5.5249e-08	
1.8512e-05	0.011637	9.7734e-08	0.00045941	0.017211	0.00024848	0.00012794	4.1666e-08	0.018922	0.0026953	4.5938e-08	
1.8667e-05	0.011642	1.0307e-07	0.00046272	0.017199	0.00024896	0.00012727	2.6567e-08	0.018457	0.0026997	3.8459e-08	
1.8805e-05	0.011647	1.0629e-07	0.00046602	0.017186	0.00024943	0.00012658	3.1708e-08	0.017885	0.0027041	4.6871e-08	
1.8953e-05	0.011653	1.1102e-07	0.00046933	0.017174	0.00024992	0.0001259	3.8567e-08	0.016438	0.0027086	4.5128e-08	
1.9084e-05	0.011658	1.1162e-07	0.00047263	0.017162	0.00025039	0.0001252	5.4246e-08	0.015417	0.002713	4.5067e-08	
1.9226e-05	0.011663	1.1378e-07	0.00047593	0.01715	0.00025088	0.00012451	7.4627e-08	0.014625	0.0027176	4.5796e-08	
1.9379e-05	0.011669	1.1753e-07	0.00047923	0.017137	0.00025138	0.00012382	1.0117e-07	0.01401	0.0027224	4.7299e-08	
1.9542e-05	0.011675	1.2292e-07	0.00048254	0.017125	0.0002519	0.00012313	1.3589e-07	0.013533	0.0027275	4.9609e-08	
1.9689e-05	0.01168	1.262e-07	0.00048584	0.017113	0.0002524	0.00012243	1.6394e-07	0.01299	0.0027324	5.0098e-08	
1.9847e-05	0.011686	1.3117e-07	0.00048915	0.017101	0.00025292	0.00012173	2.0136e-07	0.01257	0.0027376	5.1409e-08	
2.0015e-05	0.011692	1.3801e-07	0.00049246	0.017089	0.00025346	0.00012104	2.5119e-07	0.012248	0.002743	5.3591e-08	
2.0194e-05	0.011699	1.4693e-07	0.00049577	0.017077	0.00025401	0.00012035	3.1768e-07	0.012007	0.0027486	5.6742e-08	
2.0385e-05	0.011706	1.5826e-07	0.00049909	0.017065	0.00025458	0.00011966	4.0689e-07	0.011834	0.0027545	6.1013e-08	
2.0559e-05	0.011712	1.6694e-07	0.0005024	0.017054	0.00025517	0.00011896	4.8088e-07	0.011641	0.0027602	6.3159e-08	
2.0717e-05	0.011719	1.7322e-07	0.00050569	0.017042	0.00025574	0.00011825	5.4245e-07	0.011412	0.0027658	6.3367e-08	
2.0885e-05	0.011726	1.8173e-07	0.000509	0.01703	0.00025633	0.00011754	6.2528e-07	0.0106	0.0027717	6.4657e-08	
2.1064e-05	0.011733	1.9272e-07	0.0005123	0.017018	0.0002569	0.00011683	7.3586e-07	0.0099615	0.0027777	6.7012e-08	
2.1226e-05	0.01174	2.0108e-07	0.0005156	0.017006	0.00025747	0.00011611	8.3577e-07	0.0092351	0.0027837	6.7359e-08	
2.14e-05	0.011747	2.1228e-07	0.0005189	0.016995	0.00025803	0.0001154	8.5374e-07	0.0074331	0.0027899	7.2501e-08	
2.1556e-05	0.011754	2.2075e-07	0.00052219	0.016983	0.00025859	0.00011467	8.6219e-07	0.0053938	0.0027959	7.5535e-08	
2.1726e-05	0.011761	2.3243e-07	0.00052548	0.016971	0.00025917	0.00011395	8.864e-07	0.0038261	0.0028022	8.0136e-08	
2.1909e-05	0.011768	2.3389e-07	0.00052879	0.01696	0.00025977	0.00011323	8.8436e-07	0.0033885	0.0028088	7.8493e-08	
2.2106e-05	0.011776	2.3825e-07	0.00053209	0.016948	0.00026039	0.00011251	8.9768e-07	0.0030598	0.0028156	5.816e-08	
2.2285e-05	0.011783	2.3963e-07	0.00053539	0.016937	0.00026099	0.00011178	8.9835e-07	0.0028674	0.0028223	4.541e-08	
2.2445e-05	0.011791	2.3818e-07	0.00053867	0.016925	0.0002616	0.00011104	8.8857e-07	0.0026398	0.0028289	3.071e-08	
2.2619e-05	0.011799	2.3962e-07	0.00054196	0.016914	0.00026224	0.00011031	8.941e-07	0.0024687	0.0028357	1.8173e-08	
2.2775e-05	0.011807	2.3818e-07	0.00054524	0.016902	0.00026286	0.00010956	8.8842e-07	0.0024408	0.0028423	1.4554e-08	
2.2914e-05	0.011815	2.3409e-07	0.00054851	0.016891	0.0002635	0.0001088	8.7307e-07	0.0023938	0.0028489	2.0735e-08	
2.3036e-05	0.011823	2.2733e-07	0.00055177	0.016879	0.00026412	0.00010804	8.4778e-07	0.0025598	0.0028553	2.4971e-08	
2.3171e-05	0.011831	2.2352e-07	0.00055503	0.016868	0.00026476	0.00010727	8.3822e-07	0.0027806	0.002862	2.991e-08	
2.332e-05	0.01184	2.2251e-07	0.0005583	0.016856	0.00026542	0.00010651	8.4349e-07	0.0030766	0.0028689	2.5254e-08	
2.3451e-05	0.011848	2.187e-07	0.00056156	0.016845	0.00026607	0.00010573	8.3819e-07	0.0032281	0.0028757	2.6327e-08	
2.3596e-05	0.011857	2.1767e-07	0.00056482	0.016834	0.00026671	0.00010496	8.4775e-07	0.0032329	0.0028828	2.8048e-08	
2.3724e-05	0.011865	2.1408e-07	0.00056808	0.016822	0.00026735	0.00010418	8.4795e-07	0.0032175	0.0028897	5.2491e-08	
2.3867e-05	0.011873	2.0765e-07	0.00057132	0.016811	0.00026798	0.00010622	8.3788e-07	0.0031921	0.0028969	7.3266e-08	
2.4024e-05	0.011882	2.0409e-07	0.00057455	0.016799	0.00026863	0.00010825	8.4291e-07	0.0030042	0.0029045	9.8948e-08	
2.4193e-05	0.011891	2.0282e-07	0.00057778	0.016788	0.0002693	0.00011029	8.6141e-07	0.0028658	0.0029123	1.0225e-07	
2.4375e-05	0.0119	2.0376e-07	0.00058102	0.016777	0.00026998	0.00011234	8.9451e-07	0.0027625	0.0029203	1.0718e-07	
2.4538e-05	0.011909	2.0207e-07	0.00058425	0.016765	0.00027065	0.00011437	9.1663e-07	0.0026371	0.0029282	1.0966e-07	
2.4715e-05	0.011918	2.0291e-07	0.00058749	0.016754	0.00027134	0.00011641	9.561e-07	0.0025474	0.0029364	1.1411e-07	
2.4872e-05	0.011937	2.0599e-07	0.00059072	0.016743	0.00027037	0.00011846	1.0141e-06	0.0024845	0.0029444	1.2037e-07	
2.5012e-05	0.011956	2.0644e-07	0.00059395	0.016732	0.00026939	0.00012049	1.0588e-06	0.0024033	0.0029522	1.2476e-07	
2.5163e-05	0.011975	2.0908e-07	0.00059718	0.01672	0.00026842	0.00012254	1.1231e-06	0.0023469	0.0029603	1.3102e-07	
2.5296e-05	0.011993	2.0912e-07	0.00060041	0.016709	0.00026744	0.00012457	1.1737e-06	0.0022742	0.0029683	1.3473e-07	
2.5443e-05	0.012012	2.117e-07	0.00060363	0.016698	0.00026648	0.00012661	1.146e-06	0.0022272	0.0029765	1.407e-07	
2.5573e-05	0.012031	2.1187e-07	0.00060685	0.016687	0.0002655	0.00012863	1.1077e-06	0.0021665	0.0029846	1.4425e-07	
2.5715e-05	0.01205	2.1428e-07	0.00061007	0.016676	0.00026451	0.00013067	1.0859e-06	0.0019397	0.002993	1.5372e-07	
2.584e-05	0.012069	2.1418e-07	0.00061328	0.016665	0.00026351	0.00013269	1.0535e-06	0.0016807	0.0030012	1.6052e-07	
2.5977e-05	0.012087	2.1646e-07	0.0006165	0.016654	0.00026252	0.00013472	1.0371e-06	0.0014774	0.0030097	1.6985e-07	
2.6099e-05	0.012106	2.1647e-07	0.0006197	0.016643	0.00026152	0.00013674	1.0118e-06	0.0012491	0.0030181	1.7671e-07	
2.6231e-05	0.012125	2.1852e-07	0.00062292	0.016632	0.00026053	0.00013877	9.9975e-07	0.0010648	0.0030267	1.8582e-07	
2.6375e-05	0.012145	2.2265e-07	0.00062613	0.016621	0.00025956	0.00014081	1.0002e-06	0.00091582	0.0030356	1.9742e-07	
2.6529e-05	0.012164	2.2899e-07	0.00062935	0.01661	0.00025861	0.00014285	1.0133e-06	0.00038062	0.0030447	2.122e-07	
2.6666e-05	0.012184	2.3277e-07	0.00063256	0.016599	0.00025764	0.00014488	1.017e-06	0.0003081	0.0030537	2.232e-07	
2.6815e-05	0.012203	2.388e-07	0.00063577	0.016588	0.00025668	0.00014691	1.0336e-06	0.00024916	0.0030629	2.3715e-07	
2.6977e-05	0.012223	2.4762e-07	0.00063899	0.016578	0.00025575	0.00014896	1.066e-06	0.00020246	0.0030725	2.5492e-07	
2.7152e-05	0.012244	2.5951e-07	0.00064221	0.016567	0.00025483	0.00015101	1.117e-06	0.00016551	0.0030823	2.7718e-07	
2.7342e-05	0.012264	2.7491e-07	0.00064544	0.016556	0.00025393	0.00015307	1.1915e-06	0.0001365	0.0030925	3.048e-07	
2.7546e-05	0.012266	3.2438e-07	0.00064866	0.016546	0.00025409	0.00015513	1.2176e-06	0.00013426	0.003103	3.1427e-07	
2.7763e-05	0.012267	3.824e-07	0.00065189	0.016535	0.00025426	0.00015718	1.2617e-06	0.00013524	0.0031138	3.2747e-07	
2.7962e-05	0.012268	4.3409e-07	0.0006551	0.016525	0.00025441	0.00015923	1.2929e-06	0.00013155	0.0031244	3.3704e-07	
2.8141e-05	0.01227	4.7987e-07	0.0006583	0.016514	0.00025456	0.00016126	1.312e-06	0.00012313	0.0031349	3.4308e-07	
2.8303e-05	0.012271	5.2009e-07	0.00066149	0.016503	0.00025468	0.00016329	1.3194e-06	0.00010982	0.0031452	3.4564e-07	
2.8447e-05	0.012272	5.5548e-07	0.00066467	0.016493	0.00025479	0.00016529	1.3161e-06	9.1693e-05	0.0031553	3.4497e-07	
2.8783e-05	0.012273	5.8424e-07	0.00066786	0.016482	0.00025492	0.00016731	1.3008e-06	6.8298e-05	0.0031553	3.409e-07	
2.9099e-05	0.012274	6.6989e-07	0.00067104	0.016472	0.00025503	0.00016932	1.236e-06	5.3167e-05	0.0031553	3.4475e-07	
2.9434e-05	0.012276	6.9102e-07	0.00067422	0.016461	0.00025516	0.00017133	1.0197e-06	4.1678e-05	0.0031554	3.5349e-07	
2.9784e-05	0.012277	7.1833e-07	0.0006774	0.016451	0.00025528	0.00017335	8.5649e-07	3.2198e-05	0.0031558	3.6634e-07	
3.0151e-05	0.012278	7.5257e-07	0.0006806	0.01644	0.00025541	0.00017539	7.3374e-07	2.419e-05	0.0031564	3.8372e-07	
3.0499e-05	0.01228	7.8182e-07	0.00068378	0.01643	0.00025552	0.0001774	5.8922e-07	1.2691e-05	0.0031568	3.9727e-07	
3.3688e-05	0.012281	8.062e-07	0.00068695	0.016419	0.00025562	0.00017941	5.8503e-07	1.4743e-05	0.0031568	4.0545e-07	
3.682e-05	0.012282	1.0168e-06	0.00069011	0.016409	0.00025571	0.00018141	5.7177e-07	3.8902e-05	0.0031567	4.0864e-07	
4.0046e-05	0.012283	1.2647e-06	0.00069328	0.016398	0.00025581	0.00018341	5.692e-07	6.8067e-05	0.0031567	4.1597e-07	
4.3382e-05	0.012285	1.5618e-06	0.00069645	0.016388	0.00025593	0.00018542	5.0444e-07	0.0001049	0.003157	4.2829e-07	
4.6828e-05	0.012287	1.9159e-06	0.00069963	0.016378	0.00025606	0.00018745	4.5869e-07	0.0001516	0.0031575	4.4596e-07	
5.0389e-05	0.012289	2.0219e-06	0.00070281	0.016367	0.00025621	0.00018948	4.2905e-07	0.00015839	0.0031582	4.7142e-07	
5.4051e-05	0.012291	2.1465e-06	0.000706	0.016357	0.00025637	0.00019152	4.0945e-07	0.00016898	0.0031591	5.0282e-07	
5.7651e-05	0.012293	2.2599e-06	0.00070918	0.016347	0.00025652	0.00019355	3.8218e-07	0.00017467	0.0031599	5.2954e-07	
6.1362e-05	0.012296	2.3946e-06	0.00071237	0.016337	0.00025669	0.00019559	3.6501e-07	0.00018481	0.003161	5.6312e-07	
6.5175e-05	0.012298	2.4094e-06	0.00071556	0.016327	0.00025686	0.00019764	3.5559e-07	0.00019925	0.0031621	6.0371e-07	
6.8927e-05	0.012301	2.4184e-06	0.00071874	0.016317	0.00025703	0.00019968	3.3964e-07	0.00020852	0.0031632	6.3905e-07	
7.2623e-05	0.012303	2.4222e-06	0.00072191	0.016307	0.00025718	0.0002017	3.1742e-07	0.00021309	0.0031642	6.6987e-07	
7.6421e-05	0.012305	2.4345e-06	0.00072508	0.016297	0.00025734	0.00020373	3.0288e-07	0.00022188	0.0031654	7.0756e-07	
8.0163e-05	0.012308	2.4414e-06	0.00072825	0.016287	0.0002575	0.00020575	2.8229e-07	0.00022587	0.0031665	7.4048e-07	
8.3849e-05	0.01231	2.4429e-06	0.0007314	0.016277	0.00025763	0.00020776	2.5518e-07	0.00022501	0.0031674	7.6873e-07	
