Tapirus_terrestris	Tapirus_indicus	Rhinoceros_unicornis	Equus_przewalskii	Equus_caballus	Equus_asinus	Diceros_bicornis	Dicerorhinus_sumatrensis	Ceratotherium_simum	
6.1728e-05	0.00010887	0.0048742	0.01	0.01	5.9788e-05	0.034549	0.0023808	0.00012259	
6.2513e-05	0.00010856	0.0049012	0.01	0.01	5.9988e-05	0.034566	0.002373	0.00012259	
6.3323e-05	0.00010827	0.0049291	0.01	0.01	6.0202e-05	0.034584	0.0023654	0.0001226	
6.4155e-05	0.00010799	0.0049578	0.01	0.01	6.0428e-05	0.034602	0.002358	0.00012261	
6.5015e-05	0.00010772	0.004986	0.01	0.01	6.064e-05	0.03462	0.0023505	0.00012261	
6.5904e-05	0.00010747	0.0050137	0.01	0.01	6.084e-05	0.034638	0.0023428	0.00012261	
6.6821e-05	0.00010723	0.0050424	0.01	0.01	6.1054e-05	0.034656	0.0023354	0.00012261	
6.7719e-05	0.00010697	0.0050706	0.01	0.01	6.1283e-05	0.034674	0.0023278	0.0001226	
6.8602e-05	0.0001067	0.0050983	0.01	0.01	6.15e-05	0.034692	0.0023202	0.00012258	
6.9512e-05	0.00010644	0.005127	0.01	0.01	6.1732e-05	0.03471	0.0023127	0.00012257	
7.0453e-05	0.00010619	0.0051552	0.01	0.01	6.1951e-05	0.034728	0.0023051	0.00012255	
7.1423e-05	0.00010596	0.0051843	0.01	0.01	6.2184e-05	0.034746	0.0022977	0.00012254	
7.2377e-05	0.00010571	0.005213	0.01	0.01	6.2405e-05	0.034764	0.0022903	0.00012252	
7.3356e-05	0.00010547	0.0052426	0.01	0.01	6.1719e-05	0.034783	0.002283	0.0001225	
7.4319e-05	0.00010522	0.0052718	0.01	0.01	6.102e-05	0.034802	0.0022756	0.00012248	
7.5266e-05	0.00010495	0.0053005	0.01	0.01	6.0306e-05	0.03482	0.0022681	0.00012245	
7.6191e-05	0.00010466	0.0053303	0.01	0.01	5.961e-05	0.034839	0.0022608	0.00012242	
7.7146e-05	0.00010438	0.005361	0.01	0.01	5.89e-05	0.034858	0.0022538	0.0001224	
7.8132e-05	0.00010411	0.0053928	0.01	0.01	5.821e-05	0.034878	0.0022469	0.00012238	
7.9149e-05	0.00010386	0.0054256	0.01	0.01	5.7502e-05	0.034898	0.0022403	0.00012237	
8.0198e-05	0.00010363	0.0054595	0.01	0.01	5.6814e-05	0.034918	0.0022338	0.00012237	
8.1276e-05	0.0001034	0.0054944	0.01	0.01	5.6145e-05	0.034939	0.0022276	0.00012237	
8.2334e-05	0.00010315	0.0055303	0.01	0.01	5.5495e-05	0.03496	0.0022215	0.00012237	
8.3426e-05	0.00010292	0.0055674	0.01	0.01	5.4864e-05	0.034982	0.0022156	0.00012238	
8.4547e-05	0.0001027	0.0056055	0.01	0.01	5.4248e-05	0.035004	0.0022099	0.00012239	
8.5643e-05	0.00010245	0.0056449	0.01	0.01	5.3651e-05	0.035027	0.0022043	0.00012241	
8.6722e-05	0.00010219	0.0056838	0.01	0.01	5.3038e-05	0.035049	0.0021987	0.00012242	
8.7834e-05	0.00010195	0.0057239	0.01	0.01	5.2443e-05	0.035072	0.0021933	0.00012244	
8.8922e-05	0.00010168	0.0057654	0.01	0.01	5.1866e-05	0.035096	0.0021881	0.00012246	
9.0044e-05	0.00010142	0.005808	0.01	0.01	5.1303e-05	0.035119	0.002183	0.00012249	
9.1148e-05	0.00010115	0.00585	0.01	0.01	5.0757e-05	0.035143	0.0021778	0.00012251	
9.2281e-05	0.00010089	0.0058933	0.01	0.01	5.0225e-05	0.035167	0.0021728	0.00012253	
9.3445e-05	0.00010064	0.0059377	0.01	0.01	4.9705e-05	0.035191	0.002168	0.00012256	
9.4638e-05	0.0001004	0.0059833	0.01	0.01	4.9199e-05	0.035216	0.0021633	0.00012259	
9.5814e-05	0.00010014	0.0060284	0.01	0.01	4.8682e-05	0.035241	0.0021585	0.00012261	
9.6968e-05	9.9868e-05	0.0060749	0.01	0.01	4.8151e-05	0.035266	0.0021539	0.00012264	
9.8157e-05	9.9605e-05	0.0061228	0.01	0.01	4.7635e-05	0.035291	0.0021495	0.00012267	
9.9375e-05	9.9351e-05	0.0061719	0.01	0.01	4.7131e-05	0.035317	0.0021452	0.00012271	
0.00010062	9.9106e-05	0.0062223	0.01	0.01	4.6639e-05	0.035343	0.002141	0.00012275	
0.0001019	9.8869e-05	0.006274	0.01	0.01	4.6159e-05	0.03537	0.002137	0.0001228	
0.00010316	9.8616e-05	0.006325	0.01	0.01	4.5667e-05	0.035396	0.0021329	0.00012283	
0.0001044	9.8349e-05	0.0063755	0.01	0.01	4.5164e-05	0.035423	0.0021288	0.00012286	
0.00010568	9.8092e-05	0.0064274	0.01	0.01	4.4675e-05	0.035449	0.0021247	0.0001229	
0.00010698	9.7843e-05	0.0064806	0.01	0.01	4.4196e-05	0.035477	0.0021209	0.00012294	
0.00010833	9.7606e-05	0.0065354	0.01	0.01	4.3731e-05	0.035504	0.0021171	0.00012298	
0.0001097	9.7377e-05	0.0065896	0.01	0.01	4.3256e-05	0.035532	0.0021133	0.00012302	
0.00011111	9.7157e-05	0.0066451	0.01	0.01	4.2791e-05	0.035559	0.0021097	0.00012306	
0.0001125	9.6923e-05	0.0067001	0.01	0.01	4.2316e-05	0.035587	0.002106	0.00012309	
0.00011387	9.6673e-05	0.0067544	0.01	0.01	4.1831e-05	0.035615	0.0021021	0.00012312	
0.00011529	9.6435e-05	0.0068104	0.01	0.01	4.1358e-05	0.035643	0.0020985	0.00012315	
0.00011673	9.6206e-05	0.0068679	0.01	0.01	4.0898e-05	0.035671	0.002095	0.00012319	
0.00011822	9.5988e-05	0.0069271	0.01	0.01	4.0451e-05	0.0357	0.0020916	0.00012323	
0.00011975	9.5781e-05	0.0069879	0.01	0.01	4.0016e-05	0.035729	0.0020884	0.00012327	
0.00012132	9.5584e-05	0.0070506	0.01	0.01	3.9593e-05	0.035759	0.0020854	0.00012332	
0.0001214	9.5427e-05	0.0071148	0.01	0.01	3.918e-05	0.035789	0.0020825	0.00012338	
0.00012147	9.5254e-05	0.0071782	0.01	0.01	3.8755e-05	0.035819	0.0020795	0.00012342	
0.00012156	9.5092e-05	0.0072434	0.01	0.01	3.8343e-05	0.03585	0.0020767	0.00012347	
0.00012167	9.4941e-05	0.0073105	0.01	0.01	3.7943e-05	0.03588	0.002074	0.00012353	
0.0001218	9.48e-05	0.0073796	0.01	0.01	3.7554e-05	0.035912	0.0020715	0.00012359	
0.00012192	9.4644e-05	0.0073992	0.01	0.01	3.7155e-05	0.035944	0.0020698	0.00012366	
0.00012206	9.4496e-05	0.0074195	0.01	0.01	3.6766e-05	0.035976	0.0020682	0.00012373	
0.00012221	9.4357e-05	0.0074403	0.01	0.01	3.6386e-05	0.036009	0.0020668	0.0001238	
0.00012238	9.4229e-05	0.007462	0.01	0.01	3.6018e-05	0.036042	0.0020656	0.00012388	
0.00012255	9.4086e-05	0.0074833	0.01	0.01	3.564e-05	0.036075	0.0020642	0.00012395	
0.0001227	9.3928e-05	0.0075043	0.01	0.01	3.5252e-05	0.036108	0.0020628	0.00012401	
0.00012287	9.378e-05	0.007526	0.01	0.01	3.4875e-05	0.036141	0.0020616	0.00012408	
0.00012306	9.3643e-05	0.0075486	0.01	0.01	3.4509e-05	0.036175	0.0020605	0.00012415	
0.00012324	9.3492e-05	0.0075708	0.01	0.01	3.4133e-05	0.036208	0.0020593	0.00012422	
0.00012344	9.3348e-05	0.0075937	0.01	0.01	3.3767e-05	0.036242	0.0020582	0.00012429	
0.00012366	9.3216e-05	0.0076174	0.01	0.01	3.3388e-05	0.036277	0.0020573	0.00012437	
0.0001239	9.3093e-05	0.0076419	0.01	0.01	3.3018e-05	0.036312	0.0020565	0.00012445	
0.00012416	9.2978e-05	0.0076671	0.01	0.01	3.2657e-05	0.036348	0.0020559	0.00012453	
0.0001244	9.2848e-05	0.0076919	0.01	0.01	3.2286e-05	0.036383	0.0020551	0.00012461	
0.00012467	9.273e-05	0.0077175	0.01	0.01	3.1925e-05	0.036419	0.0020546	0.00012469	
0.00012496	9.262e-05	0.0077428	0.01	0.01	3.1573e-05	0.036454	0.0020539	0.00012477	
0.00012523	9.2493e-05	0.0077452	0.01	0.01	3.1209e-05	0.03649	0.0020541	0.00012485	
0.00012552	9.2375e-05	0.0077481	0.01	0.01	3.0854e-05	0.036527	0.0020544	0.00012493	
0.0001258	9.2242e-05	0.0077507	0.01	0.01	3.049e-05	0.036563	0.0020547	0.00012501	
0.00012488	9.2163e-05	0.0077314	0.01	0.01	3.0136e-05	0.0366	0.0020551	0.00012509	
0.00012398	9.2091e-05	0.0077126	0.01	0.01	2.9789e-05	0.036637	0.0020557	0.00012518	
0.00012311	9.2028e-05	0.0076945	0.01	0.01	2.9452e-05	0.036675	0.0020564	0.00012527	
0.00012226	9.1972e-05	0.0076768	0.01	0.01	2.9121e-05	0.036713	0.0020572	0.00012536	
0.00012143	9.1921e-05	0.0076597	0.01	0.01	2.8796e-05	0.036752	0.0020581	0.00012545	
0.00012059	9.1858e-05	0.0076424	0.01	0.01	2.8464e-05	0.036791	0.002059	0.00012554	
0.00011977	9.18e-05	0.0076255	0.01	0.01	2.8137e-05	0.036829	0.0020599	0.00012564	
0.00011897	9.1746e-05	0.0076091	0.01	0.01	2.7816e-05	0.036869	0.002061	0.00012573	
0.00011816	9.1681e-05	0.0075925	0.01	0.01	2.7487e-05	0.036908	0.002062	0.00012582	
0.00011737	9.162e-05	0.0075764	0.01	0.01	2.7163e-05	0.036947	0.0020631	0.00012591	
0.00011659	9.1565e-05	0.0075601	0.01	0.01	2.6846e-05	0.036987	0.0020641	0.000126	
0.00011584	9.1516e-05	0.0075442	0.01	0.01	2.6533e-05	0.037026	0.0020653	0.00012609	
0.00011508	9.1454e-05	0.0075282	0.01	0.01	2.6214e-05	0.037066	0.0020664	0.00012617	
0.00011433	9.1398e-05	0.0075127	0.01	0.01	2.59e-05	0.037106	0.0020676	0.00012626	
0.0001136	9.1346e-05	0.0074975	0.01	0.01	2.5591e-05	0.037147	0.0020689	0.00012635	
0.00011287	9.1283e-05	0.0074823	0.01	0.01	2.5275e-05	0.037187	0.0020701	0.00012643	
0.00011212	9.1208e-05	0.0074669	0.01	0.01	2.4952e-05	0.037227	0.0020713	0.00012651	
0.00011139	9.1138e-05	0.0074519	0.01	0.01	2.4634e-05	0.037268	0.0020726	0.00012659	
0.00011068	9.1072e-05	0.0074373	0.01	0.01	2.4321e-05	0.037309	0.002074	0.00012667	
0.00010998	9.101e-05	0.0074231	0.01	0.01	2.4011e-05	0.03735	0.0020755	0.00012675	
0.0001093	9.0952e-05	0.0074092	0.01	0.01	2.3706e-05	0.037392	0.0020771	0.00012684	
0.00010864	9.0897e-05	0.0073958	0.01	0.01	2.3404e-05	0.037434	0.0020788	0.00012692	
0.00010799	9.0846e-05	0.0073827	0.01	0.01	2.3106e-05	0.037477	0.0020806	0.00012701	
0.00010735	9.0798e-05	0.0073699	0.01	0.01	2.2811e-05	0.037519	0.0020824	0.00012711	
0.0001067	9.0739e-05	0.007357	0.01	0.01	2.251e-05	0.037562	0.0020842	0.00012719	
0.00010607	9.0682e-05	0.0073445	0.01	0.01	2.2212e-05	0.037605	0.0020861	0.00012728	
0.00010545	9.0627e-05	0.0073322	0.01	0.01	2.1916e-05	0.037648	0.0020881	0.00012737	
0.00010484	9.0575e-05	0.0073203	0.01	0.01	2.1623e-05	0.037692	0.0020901	0.00012746	
0.00010423	9.0513e-05	0.0073082	0.01	0.01	2.1324e-05	0.037736	0.0020921	0.00012754	
0.00010363	9.0453e-05	0.0072965	0.01	0.01	2.1028e-05	0.037779	0.0020942	0.00012763	
0.00010302	9.0382e-05	0.0072847	0.01	0.01	2.0726e-05	0.037823	0.0020962	0.00012771	
0.0001024	9.0301e-05	0.0072727	0.01	0.01	2.0419e-05	0.037867	0.0020983	0.00012779	
0.0001018	9.0224e-05	0.0072612	0.01	0.01	2.0115e-05	0.037911	0.0021004	0.00012786	
0.00010121	9.0149e-05	0.0072499	0.01	0.01	1.9813e-05	0.037956	0.0021025	0.00012794	
0.00010061	9.0064e-05	0.0072385	0.01	0.01	1.9506e-05	0.038	0.0021047	0.00012802	
0.00010002	8.9981e-05	0.0072274	0.01	0.01	1.9201e-05	0.038045	0.0021069	0.0001281	
9.9429e-05	8.9887e-05	0.0072163	0.01	0.01	1.889e-05	0.03809	0.0021091	0.00012817	
9.8849e-05	8.9797e-05	0.0072054	0.01	0.01	1.8583e-05	0.038135	0.0021114	0.00012824	
9.8283e-05	8.9711e-05	0.0071949	0.01	0.01	1.8278e-05	0.03818	0.0021137	0.00012831	
9.773e-05	8.9628e-05	0.0071848	0.01	0.01	1.7977e-05	0.038226	0.0021162	0.00012839	
9.717e-05	8.9535e-05	0.0071745	0.01	0.01	1.767e-05	0.038272	0.0021186	0.00012846	
9.6603e-05	8.943e-05	0.0071641	0.01	0.01	1.7358e-05	0.038317	0.002121	0.00012853	
9.6049e-05	8.933e-05	0.0071541	0.01	0.01	1.7048e-05	0.038363	0.0021235	0.0001286	
9.5487e-05	8.9219e-05	0.0071439	0.01	0.01	1.6732e-05	0.038409	0.0021259	0.00012866	
9.4937e-05	8.911e-05	0.0071341	0.01	0.01	1.6419e-05	0.038455	0.0021285	0.00012873	
9.4401e-05	8.9006e-05	0.0071241	0.01	0.01	1.6109e-05	0.038502	0.0021309	0.00012879	
9.388e-05	8.8906e-05	0.0071145	0.01	0.01	1.5803e-05	0.038548	0.0021335	0.00012885	
9.337e-05	8.8809e-05	0.0071052	0.01	0.01	1.5499e-05	0.038595	0.0021362	0.00012892	
9.2873e-05	8.8716e-05	0.0070962	0.01	0.01	1.5198e-05	0.038643	0.002139	0.00012898	
9.2367e-05	8.8611e-05	0.0070871	0.01	0.01	1.4891e-05	0.03869	0.0021417	0.00012904	
9.1876e-05	8.8511e-05	0.0070783	0.01	0.01	1.4587e-05	0.038738	0.0021445	0.00012911	
9.1399e-05	8.8416e-05	0.0070695	0.01	0.01	1.4286e-05	0.038785	0.0021473	0.00012916	
9.0915e-05	8.831e-05	0.0070605	0.01	0.01	1.398e-05	0.038833	0.00215	0.00012922	
9.0442e-05	8.8208e-05	0.0070518	0.01	0.01	1.3676e-05	0.038881	0.0021528	0.00012927	
8.9961e-05	8.8094e-05	0.007043	0.01	0.01	1.3366e-05	0.038928	0.0021556	0.00012932	
8.9471e-05	8.7967e-05	0.007034	0.01	0.01	1.3049e-05	0.038976	0.0021583	0.00012936	
8.8971e-05	8.7829e-05	0.007025	0.01	0.01	1.2726e-05	0.039024	0.002161	0.0001294	
8.8487e-05	8.7696e-05	0.0070162	0.01	0.01	1.2406e-05	0.039072	0.0021638	0.00012944	
8.8017e-05	8.7568e-05	0.0070079	0.01	0.01	1.209e-05	0.03912	0.0021667	0.00012949	
8.7562e-05	8.7447e-05	0.0069999	0.01	0.01	1.1778e-05	0.039169	0.0021697	0.00012953	
8.7122e-05	8.7331e-05	0.0069923	0.01	0.01	1.1469e-05	0.039218	0.0021728	0.00012958	
8.6696e-05	8.7221e-05	0.006985	0.01	0.01	1.1163e-05	0.039268	0.0021761	0.00012963	
8.6283e-05	8.7115e-05	0.0069781	0.01	0.01	1.0861e-05	0.039318	0.0021794	0.00012969	
8.5884e-05	8.7016e-05	0.0069715	0.01	0.01	1.0561e-05	0.039369	0.0021829	0.00012975	
8.5502e-05	8.6925e-05	0.0069652	0.01	0.01	1.0254e-05	0.03942	0.0021865	0.00012981	
8.511e-05	8.6821e-05	0.0069588	0.01	0.01	9.9502e-06	0.039471	0.0021901	0.00012986	
8.4561e-05	8.9488e-05	0.0069522	0.01	0.01	9.6388e-06	0.039522	0.0021935	0.00012991	
8.4031e-05	9.2184e-05	0.006946	0.01	0.01	9.3314e-06	0.039574	0.0021971	0.00012996	
8.3514e-05	9.4904e-05	0.0069402	0.01	0.01	9.0266e-06	0.039625	0.0022008	0.00013002	
8.2987e-05	9.7605e-05	0.0069341	0.01	0.01	8.7152e-06	0.039677	0.0022045	0.00013007	
8.2475e-05	0.00010033	0.0069284	0.01	0.01	8.4066e-06	0.039729	0.0022082	0.00013012	
8.1954e-05	0.00010304	0.0069226	0.01	0.01	8.0918e-06	0.039781	0.0022119	0.00013017	
8.1447e-05	0.00010578	0.0069171	0.01	0.01	7.7795e-06	0.039834	0.0022157	0.00013022	
8.0953e-05	0.00010853	0.0069119	0.01	0.01	7.4695e-06	0.039887	0.0022197	0.00013027	
8.0451e-05	0.00011128	0.0069066	0.01	0.01	7.1536e-06	0.03994	0.0022236	0.00013031	
7.9959e-05	0.00011404	0.0069016	0.01	0.01	6.8391e-06	0.039993	0.0022276	0.00013036	
7.9461e-05	0.00011679	0.0068965	0.01	0.01	6.519e-06	0.040046	0.0022315	0.0001304	
7.8956e-05	0.00011952	0.0068913	0.01	0.01	6.1933e-06	0.040099	0.0022354	0.00013044	
7.8443e-05	0.00012224	0.006886	0.01	0.01	5.8619e-06	0.040152	0.0022392	0.00013047	
7.7923e-05	0.00012494	0.0068805	0.01	0.01	5.5248e-06	0.040205	0.002243	0.0001305	
7.7414e-05	0.00012767	0.0068754	0.01	0.01	5.1895e-06	0.040258	0.0022469	0.00013053	
7.6916e-05	0.00013042	0.0068706	0.01	0.01	4.8554e-06	0.040312	0.002251	0.00013056	
7.6411e-05	0.00013315	0.0068656	0.01	0.01	4.5156e-06	0.040366	0.0022549	0.00013059	
7.5916e-05	0.0001359	0.0068609	0.01	0.01	4.1769e-06	0.04042	0.002259	0.00013061	
7.5414e-05	0.00013864	0.0068561	0.01	0.01	4.3272e-06	0.040474	0.002263	0.00013063	
7.4905e-05	0.00014136	0.0068512	0.01	0.01	4.4725e-06	0.040527	0.0022669	0.00013065	
7.4406e-05	0.00014411	0.0068466	0.01	0.01	4.6168e-06	0.040582	0.002271	0.00013067	
7.3917e-05	0.00014687	0.0068422	0.01	0.01	4.7601e-06	0.040636	0.0022751	0.00013069	
7.3422e-05	0.00014962	0.0068377	0.01	0.01	4.8986e-06	0.040691	0.0022793	0.00013071	
7.2936e-05	0.00015239	0.0068335	0.01	0.01	5.0361e-06	0.040746	0.0022835	0.00013072	
7.2443e-05	0.00015514	0.0068292	0.01	0.01	5.1685e-06	0.040801	0.0022876	0.00013073	
7.1961e-05	0.00015792	0.0068252	0.01	0.01	5.3004e-06	0.040856	0.0022919	0.00013075	
7.1473e-05	0.00016068	0.0068211	0.01	0.01	5.4275e-06	0.040911	0.0022961	0.00013076	
7.0996e-05	0.00016347	0.0068172	0.01	0.01	5.554e-06	0.040967	0.0023004	0.00013077	
7.053e-05	0.00016628	0.0068137	0.01	0.01	5.68e-06	0.041023	0.0023049	0.00013078	
7.0058e-05	0.00016908	0.00681	0.01	0.01	5.8012e-06	0.041079	0.0023093	0.00013079	
6.9597e-05	0.0001719	0.0068067	0.01	0.01	5.9218e-06	0.041135	0.0023138	0.0001308	
6.9146e-05	0.00017475	0.0068036	0.01	0.01	6.042e-06	0.041192	0.0023184	0.00013081	
6.8689e-05	0.00017758	0.0068004	0.01	0.01	6.1574e-06	0.041249	0.002323	0.00013082	
6.8241e-05	0.00018044	0.0067975	0.01	0.01	6.2718e-06	0.041306	0.0023277	0.00013082	
6.7802e-05	0.00018331	0.0067948	0.01	0.01	6.3854e-06	0.041364	0.0023325	0.00013083	
6.7371e-05	0.00018621	0.0067923	0.01	0.01	6.4982e-06	0.041422	0.0023373	0.00013084	
6.6935e-05	0.00018909	0.0067898	0.01	0.01	6.6061e-06	0.04148	0.0023421	0.00013085	
6.6507e-05	0.00019199	0.0067872	0.01	0.01	6.7132e-06	0.041537	0.0023469	0.00013085	
6.6088e-05	0.00019492	0.0067848	0.01	0.01	6.8195e-06	0.041596	0.0023518	0.00013086	
6.5662e-05	0.00019783	0.0067823	0.01	0.01	6.9208e-06	0.041654	0.0023567	0.00013085	
6.5229e-05	0.00020072	0.0067798	0.01	0.01	7.0169e-06	0.041712	0.0023615	0.00013085	
6.4807e-05	0.00020364	0.0067775	0.01	0.01	7.1128e-06	0.04177	0.0023664	0.00013084	
6.4392e-05	0.00020659	0.0067755	0.01	0.01	7.2078e-06	0.041829	0.0023714	0.00013084	
6.3972e-05	0.00020952	0.0067733	0.01	0.01	7.2978e-06	0.041888	0.0023763	0.00013083	
6.3561e-05	0.00021247	0.0067715	0.01	0.01	7.3875e-06	0.041948	0.0023814	0.00013082	
6.3158e-05	0.00021545	0.0067698	0.01	0.01	7.4764e-06	0.042007	0.0023866	0.00013082	
6.2765e-05	0.00021845	0.0067685	0.01	0.01	7.5651e-06	0.042067	0.0023919	0.00013081	
6.238e-05	0.00022147	0.0067673	0.01	0.01	7.6531e-06	0.042128	0.0023973	0.00013081	
6.2004e-05	0.00022452	0.0067664	0.01	0.01	7.7409e-06	0.042189	0.0024028	0.00013081	
6.1638e-05	0.0002276	0.0067658	0.01	0.01	7.8284e-06	0.04225	0.0024084	0.00013081	
6.1281e-05	0.00023071	0.0067655	0.01	0.01	7.9158e-06	0.042312	0.0024141	0.00013082	
6.0934e-05	0.00023384	0.0067654	0.01	0.01	8.0031e-06	0.042374	0.00242	0.00013082	
6.0579e-05	0.00023696	0.0067652	0.01	0.01	8.0852e-06	0.042437	0.0024258	0.00013082	
6.0233e-05	0.00024011	0.0067649	0.01	0.01	8.1624e-06	0.042499	0.0024315	0.00013082	
5.9895e-05	0.00024328	0.0067649	0.01	0.01	8.239e-06	0.042561	0.0024374	0.00013082	
5.955e-05	0.00024643	0.0067648	0.01	0.01	8.3106e-06	0.042624	0.0024432	0.00013081	
5.9214e-05	0.00024961	0.006765	0.01	0.01	8.3817e-06	0.042687	0.0024492	0.00013081	
5.887e-05	0.00025278	0.006765	0.01	0.01	8.4475e-06	0.04275	0.002455	0.00013079	
5.8521e-05	0.00025593	0.006765	0.01	0.01	8.5084e-06	0.042813	0.0024609	0.00013078	
5.8166e-05	0.00025906	0.0067649	0.01	0.01	8.5643e-06	0.042875	0.0024667	0.00013076	
5.782e-05	0.00026223	0.0067651	0.01	0.01	8.6202e-06	0.042939	0.0024726	0.00013074	
5.7483e-05	0.00026543	0.0067655	0.01	0.01	8.6761e-06	0.043002	0.0024787	0.00013072	
5.714e-05	0.00026861	0.0067659	0.01	0.01	8.7269e-06	0.043066	0.0024847	0.0001307	
5.6805e-05	0.00027182	0.0067665	0.01	0.01	8.7773e-06	0.04304	0.0024908	0.00013068	
5.6463e-05	0.00027501	0.006767	0.01	0.01	8.8225e-06	0.043013	0.0024968	0.00013066	
5.6115e-05	0.00027819	0.0067674	0.01	0.01	8.8626e-06	0.042986	0.0025029	0.00013063	
5.5761e-05	0.00028135	0.0067678	0.01	0.01	8.8977e-06	0.04296	0.0025088	0.0001306	
5.5415e-05	0.00028454	0.0067684	0.01	0.01	8.9323e-06	0.042933	0.0025149	0.00013057	
5.5077e-05	0.00028776	0.0067692	0.01	0.01	8.9669e-06	0.042907	0.0025211	0.00013054	
5.4747e-05	0.00029101	0.0067364	0.01	0.01	9.0011e-06	0.042881	0.0025275	0.00013051	
5.4411e-05	0.00029424	0.0067034	0.01	0.01	9.03e-06	0.042856	0.0025337	0.00013048	
5.4083e-05	0.0002975	0.006671	0.01	0.01	9.059e-06	0.04283	0.0025401	0.00013045	
5.3763e-05	0.00030079	0.0066393	0.01	0.01	9.0879e-06	0.042805	0.0025467	0.00013042	
5.3452e-05	0.00030412	0.0066082	0.01	0.01	9.1167e-06	0.04278	0.0025533	0.0001304	
5.3149e-05	0.00030747	0.0065777	0.01	0.01	9.1456e-06	0.042755	0.0025601	0.00013037	
5.284e-05	0.00031081	0.0065471	0.01	0.01	9.1692e-06	0.042731	0.0025669	0.00013034	
5.2525e-05	0.00031414	0.0065163	0.01	0.01	9.1878e-06	0.042706	0.0025735	0.00013031	
5.2203e-05	0.00031744	0.0064853	0.01	0.01	9.2011e-06	0.042681	0.0025802	0.00013027	
5.189e-05	0.00032078	0.006455	0.01	0.01	9.2145e-06	0.042657	0.002587	0.00013023	
5.157e-05	0.00032411	0.0064245	0.01	0.01	9.2227e-06	0.042632	0.0025937	0.00013019	
5.1259e-05	0.00032746	0.0063945	0.01	0.01	9.2308e-06	0.042608	0.0026005	0.00013015	
5.094e-05	0.0003308	0.0063652	0.01	0.01	9.2389e-06	0.042584	0.0026075	0.00013011	
5.0628e-05	0.00033416	0.0063365	0.01	0.01	9.2464e-06	0.042561	0.0026146	0.00013007	
5.0324e-05	0.00033755	0.0063082	0.01	0.01	9.2539e-06	0.042537	0.0026218	0.00013004	
5.0026e-05	0.00034097	0.0062805	0.01	0.01	9.2608e-06	0.042514	0.0026292	0.00013	
4.9735e-05	0.00034442	0.0062533	0.01	0.01	9.2672e-06	0.042491	0.0026366	0.00012997	
4.9449e-05	0.0003479	0.0062266	0.01	0.01	9.273e-06	0.042469	0.0026442	0.00012994	
4.9171e-05	0.0003514	0.0062003	0.01	0.01	9.2782e-06	0.042447	0.0026519	0.00012991	
4.8886e-05	0.00035489	0.0061739	0.01	0.01	9.2784e-06	0.042424	0.0026595	0.00012988	
4.8596e-05	0.00035836	0.0061474	0.01	0.01	9.2736e-06	0.042402	0.0026671	0.00012984	
4.8313e-05	0.00036187	0.0061214	0.01	0.01	9.2687e-06	0.04238	0.0026749	0.0001298	
4.8036e-05	0.00036541	0.0060959	0.01	0.01	9.2633e-06	0.042358	0.0026827	0.00012976	
4.7766e-05	0.00036898	0.0060708	0.01	0.01	9.2573e-06	0.042337	0.0026907	0.00012973	
4.7501e-05	0.00037257	0.0060462	0.01	0.01	9.2507e-06	0.042315	0.0026988	0.00012969	
4.7242e-05	0.0003762	0.0060221	0.01	0.01	9.2435e-06	0.042294	0.002707	0.00012966	
4.6989e-05	0.00037985	0.0059983	0.01	0.01	9.2358e-06	0.042274	0.0027154	0.00012963	
4.6731e-05	0.00038349	0.0059745	0.01	0.01	9.223e-06	0.042253	0.0027236	0.00012959	
4.6466e-05	0.00038711	0.0059505	0.01	0.01	9.205e-06	0.042232	0.0027319	0.00012955	
4.6208e-05	0.00039077	0.0059269	0.01	0.01	9.187e-06	0.042211	0.0027403	0.00012951	
4.5958e-05	0.00039446	0.0059039	0.01	0.01	9.1689e-06	0.042191	0.0027488	0.00012948	
4.5714e-05	0.00039819	0.0058814	0.01	0.01	9.1507e-06	0.042171	0.0027575	0.00012944	
4.5465e-05	0.0004019	0.0058587	0.01	0.01	9.1275e-06	0.042151	0.0027661	0.0001294	
4.5211e-05	0.0004056	0.005836	0.01	0.01	9.0995e-06	0.042131	0.0027747	0.00012936	
4.4962e-05	0.00040934	0.0058136	0.01	0.01	9.0708e-06	0.042111	0.0027834	0.00012931	
4.4721e-05	0.0004131	0.0057918	0.01	0.01	9.0422e-06	0.042092	0.0027922	0.00012927	
4.4485e-05	0.0004169	0.0057703	0.01	0.01	9.013e-06	0.042072	0.0028012	0.00012923	
4.4243e-05	0.00042068	0.0057487	0.01	0.01	8.9786e-06	0.042053	0.0028102	0.00012919	
4.3995e-05	0.00042445	0.005727	0.01	0.01	8.939e-06	0.042034	0.002819	0.00012914	
4.3754e-05	0.00042825	0.0057057	0.01	0.01	8.8943e-06	0.042015	0.0028281	0.00012909	
4.3521e-05	0.00043209	0.005685	0.01	0.01	8.8496e-06	0.041996	0.0028373	0.00012904	
4.3281e-05	0.00043592	0.005664	0.01	0.01	8.7999e-06	0.041977	0.0028464	0.00012899	
4.3036e-05	0.00043973	0.005643	0.01	0.01	8.7451e-06	0.041958	0.0028555	0.00012893	
4.2784e-05	0.00044352	0.0056219	0.01	0.01	8.6853e-06	0.041939	0.0028645	0.00012887	
4.254e-05	0.00044735	0.0056012	0.01	0.01	8.6255e-06	0.041921	0.0028737	0.00012882	
