Rousettus_aegyptiacus	Rhinolophus_ferrumequinum	Pteropus_giganteus	Pipistrellus_pipistrellus	Phyllostomus_discolor	Myotis_myotis	Myotis_lucifugus	Molossus_molossus	Miniopterus_natalensis	Megaderma_lyra	Hipposideros_armiger	Eptesicus_fuscus	Desmodus_rotundus	Artibeus_jamaicensis	Aeorestes_cinereus	
1.8215e-05	1.7654e-07	1.2158e-05	1.6294e-06	0.020169	0.00030998	4.6305e-05	4.4592e-05	0.0018082	0.00066151	1.6377e-06	5.7545e-05	1.723e-06	0.011411	0.0017192	
1.9013e-05	2.0049e-07	1.2312e-05	1.6758e-06	0.024568	0.0002902	4.6183e-05	4.4467e-05	0.0015933	0.00063992	1.6396e-06	5.7836e-05	1.7599e-06	0.011385	0.0017848	
1.9878e-05	2.2779e-07	1.2479e-05	1.7321e-06	0.029875	0.00027118	4.6111e-05	4.6325e-05	0.0014128	0.00053474	1.652e-06	5.8161e-05	1.8034e-06	0.011363	0.0018603	
2.0816e-05	2.5898e-07	1.2658e-05	1.7992e-06	0.036281	0.00025289	4.6091e-05	5.0352e-05	0.0012615	0.00045108	1.6751e-06	5.8522e-05	1.8539e-06	0.011342	0.0019472	
2.1834e-05	2.9473e-07	1.2852e-05	1.8854e-06	0.042178	0.00023428	4.5979e-05	5.1403e-05	0.0010971	0.000385	1.7094e-06	5.8967e-05	1.8976e-06	0.011321	0.002024	
2.2938e-05	2.8586e-07	1.306e-05	1.8534e-06	0.049313	0.00021659	4.5934e-05	5.4806e-05	0.00095947	0.00033308	1.7566e-06	5.9547e-05	1.9486e-06	0.011302	0.0020423	
2.4135e-05	2.7992e-07	1.3282e-05	1.831e-06	0.05164	0.00019957	4.594e-05	6.0875e-05	0.00084425	0.00029251	1.8166e-06	6.017e-05	2.0075e-06	0.011285	0.0020656	
2.5422e-05	2.763e-07	1.3518e-05	1.8168e-06	0.052288	0.00018315	4.5989e-05	6.9678e-05	0.00074604	0.00026014	1.8889e-06	6.0831e-05	2.0736e-06	0.01127	0.0020938	
2.6816e-05	2.7541e-07	1.3769e-05	1.8118e-06	0.053118	0.00016735	4.6091e-05	8.2462e-05	0.00066393	0.00023542	1.9764e-06	6.1538e-05	2.1483e-06	0.011258	0.0021279	
2.8315e-05	2.7675e-07	1.4035e-05	1.8582e-06	0.054138	0.0001521	4.6235e-05	9.9706e-05	0.00059409	0.00021631	2.0789e-06	6.1524e-05	2.2311e-06	0.011246	0.0021295	
2.9753e-05	2.7384e-07	1.4288e-05	1.8956e-06	0.055048	0.00013657	4.6282e-05	0.00011236	0.00051676	0.00019216	2.169e-06	6.1488e-05	2.3056e-06	0.011235	0.0021287	
3.1138e-05	2.6689e-07	1.4529e-05	1.925e-06	0.055865	0.00012077	4.6237e-05	0.00012096	0.00043221	0.00016311	2.2483e-06	6.1432e-05	2.3726e-06	0.011222	0.0021256	
3.264e-05	2.6266e-07	1.4787e-05	1.9645e-06	0.056911	0.00010558	4.6245e-05	0.00013475	0.00036122	0.00014038	2.3445e-06	6.1409e-05	2.449e-06	0.011168	0.002127	
3.4255e-05	2.606e-07	1.5059e-05	1.995e-06	0.063944	0.00010294	4.5973e-05	0.00014067	0.00035405	0.00012219	2.4574e-06	6.1364e-05	2.513e-06	0.01111	0.0021258	
3.5992e-05	2.607e-07	1.5347e-05	2.0173e-06	0.0723	0.00010023	4.5609e-05	0.00014079	0.00034345	0.00010875	2.5887e-06	6.1298e-05	2.5853e-06	0.011057	0.0021224	
3.644e-05	2.6295e-07	1.5659e-05	2.0485e-06	0.075021	9.7624e-05	4.5288e-05	0.00014504	0.00033613	9.8318e-05	2.7405e-06	6.1262e-05	2.6664e-06	0.011008	0.0021229	
3.6857e-05	2.6192e-07	1.5957e-05	2.0738e-06	0.077515	9.4952e-05	4.4874e-05	0.00014527	0.00032599	8.4162e-05	2.8767e-06	6.1205e-05	2.7396e-06	0.010957	0.0021212	
3.7325e-05	2.6336e-07	1.6273e-05	2.1092e-06	0.080536	9.2387e-05	4.4511e-05	0.00015019	0.00031934	7.3063e-05	3.0361e-06	6.1181e-05	2.8227e-06	0.010911	0.0021237	
3.7846e-05	2.6792e-07	1.6608e-05	2.155e-06	0.083287	8.9921e-05	4.4197e-05	0.0001602	0.00031595	6.4457e-05	3.0159e-06	6.1188e-05	2.8947e-06	0.010862	0.0020777	
3.8342e-05	2.7437e-07	1.6932e-05	2.1936e-06	0.085858	8.7406e-05	4.3801e-05	0.00016655	0.00031029	5.8236e-05	3.0079e-06	6.1179e-05	2.96e-06	0.010812	0.002029	
3.8875e-05	2.8194e-07	1.7267e-05	2.2386e-06	0.088773	8.4955e-05	4.3422e-05	0.00017603	0.00030648	5.2683e-05	3.0089e-06	6.119e-05	3.0311e-06	0.010765	0.001985	
3.939e-05	2.8641e-07	1.7594e-05	2.2776e-06	0.091559	8.2466e-05	4.2971e-05	0.00018252	0.00030085	4.4932e-05	3.0031e-06	6.1188e-05	3.0966e-06	0.010717	0.001939	
3.9942e-05	2.9206e-07	1.7933e-05	2.3233e-06	0.094718	8.0039e-05	4.2537e-05	0.00019236	0.00029705	3.7777e-05	3.0063e-06	6.1206e-05	3.1682e-06	0.010672	0.0018977	
4.0532e-05	2.9892e-07	1.8284e-05	2.3758e-06	0.098298	7.7674e-05	4.2121e-05	0.0002059	0.00029502	3.1035e-05	3.0185e-06	6.1245e-05	3.246e-06	0.010629	0.0018605	
4.1162e-05	3.0706e-07	1.8649e-05	2.4354e-06	0.10242	7.5367e-05	4.172e-05	0.00022368	0.00029472	2.4551e-05	3.0399e-06	6.1304e-05	3.3304e-06	0.010424	0.0018273	
4.1774e-05	3.1212e-07	1.9004e-05	2.4891e-06	0.10637	7.3025e-05	4.125e-05	0.00023819	0.00029271	1.6061e-05	3.0546e-06	6.1351e-05	3.4093e-06	0.010215	0.0017925	
4.2428e-05	3.1852e-07	1.9373e-05	2.5503e-06	0.11085	7.0742e-05	4.0795e-05	0.00025743	0.00029243	7.7277e-06	3.0787e-06	6.1418e-05	3.495e-06	0.010017	0.0017615	
4.3062e-05	3.2173e-07	1.9733e-05	2.6052e-06	0.11513	6.8423e-05	4.027e-05	0.0002731	0.00029037	1.1138e-05	3.0957e-06	6.1472e-05	3.5748e-06	0.0098165	0.0017289	
4.3741e-05	3.2648e-07	2.0108e-05	2.6683e-06	0.12001	6.6164e-05	3.9763e-05	0.00029429	0.00029017	1.4113e-05	3.1228e-06	6.1548e-05	3.6621e-06	0.0096265	0.0017	
4.447e-05	3.3304e-07	2.0498e-05	2.7408e-06	0.12563	6.3968e-05	3.928e-05	0.00032249	0.00029201	1.6799e-05	3.1611e-06	6.1648e-05	3.7578e-06	0.0094477	0.0016749	
4.527e-05	3.3427e-07	2.0913e-05	2.8045e-06	0.13086	6.1723e-05	3.8711e-05	0.00034501	0.0002915	3.3609e-05	3.1843e-06	6.1729e-05	3.8455e-06	0.0092635	0.0016476	
4.604e-05	3.3166e-07	2.1315e-05	2.8597e-06	0.13575	5.943e-05	3.806e-05	0.00036232	0.00028872	4.8139e-05	3.1982e-06	6.1793e-05	3.9254e-06	0.0090742	0.0016181	
4.6871e-05	3.3136e-07	2.1737e-05	2.926e-06	0.14146	5.721e-05	3.744e-05	0.0003878	0.00028835	4.4734e-05	3.225e-06	6.1884e-05	4.0151e-06	0.0088974	0.0015929	
4.7771e-05	3.3346e-07	2.2179e-05	3.0043e-06	0.14818	5.506e-05	3.6853e-05	0.00037087	0.00029049	4.2148e-05	3.2655e-06	6.2003e-05	4.1156e-06	0.0087328	0.0015717	
4.8633e-05	3.3147e-07	2.2607e-05	3.0728e-06	0.1546	5.286e-05	3.6178e-05	0.00043414	0.00029015	3.7029e-05	3.2953e-06	6.2102e-05	4.2072e-06	0.0085626	0.0015482	
4.9567e-05	3.32e-07	2.3057e-05	3.1542e-06	0.15651	5.0732e-05	3.5538e-05	0.00051759	0.00029241	3.2729e-05	3.3396e-06	6.223e-05	4.3103e-06	0.0084051	0.0015288	
5.0463e-05	3.2841e-07	2.3492e-05	3.2255e-06	0.15825	4.8552e-05	3.481e-05	0.0005891	0.00029216	2.592e-05	3.3731e-06	6.2338e-05	4.4042e-06	0.0082424	0.0015072	
5.1443e-05	3.2792e-07	2.3952e-05	3.3122e-06	0.16044	4.6454e-05	3.4126e-05	0.00068748	0.00029499	2.0087e-05	3.4235e-06	6.248e-05	4.512e-06	0.0077343	0.0014899	
5.2515e-05	3.3059e-07	2.444e-05	3.9021e-06	0.16241	4.4299e-05	3.3348e-05	0.00076984	0.00029498	1.4973e-05	3.4923e-06	6.2488e-05	4.6092e-06	0.0072061	0.0015248	
5.3687e-05	3.3649e-07	2.4956e-05	4.5651e-06	0.16485	4.2224e-05	3.2614e-05	0.0007812	0.00029813	1.0289e-05	3.5807e-06	6.253e-05	4.5188e-06	0.0067204	0.0015659	
5.4806e-05	3.3786e-07	2.5453e-05	5.1887e-06	0.16704	4.0093e-05	3.1787e-05	0.00078437	0.00029846	3.6974e-06	3.6554e-06	6.255e-05	4.4182e-06	0.0062156	0.0016035	
5.5873e-05	3.3468e-07	2.5933e-05	5.7748e-06	0.16902	3.7904e-05	3.0866e-05	0.00077939	0.00029599	4.1534e-06	3.7167e-06	6.2547e-05	4.307e-06	0.0056909	0.001638	
5.7039e-05	3.3544e-07	2.6441e-05	5.9273e-06	0.17147	3.5797e-05	2.9988e-05	0.00078746	0.00029667	3.9519e-06	3.6033e-06	6.258e-05	4.2098e-06	0.005208	0.0016786	
5.8152e-05	3.3168e-07	2.693e-05	7.1792e-06	0.17367	3.3632e-05	2.9018e-05	0.00078736	0.00029455	1.1501e-05	3.4748e-06	6.2586e-05	4.1022e-06	0.0047061	0.0017158	
5.9219e-05	3.2366e-07	2.7403e-05	8.3674e-06	0.17568	3.1561e-05	2.8101e-05	0.00093841	0.00028968	1.6739e-05	3.3321e-06	6.2572e-05	3.9877e-06	0.0041865	0.00175	
6.0241e-05	3.1136e-07	2.786e-05	9.495e-06	0.1775	2.944e-05	2.7096e-05	0.0010689	0.00028218	5.901e-05	3.1746e-06	6.2538e-05	3.8634e-06	0.0036487	0.0017814	
6.136e-05	3.0233e-07	2.8344e-05	1.0764e-05	0.17976	2.7394e-05	2.6133e-05	0.001248	0.00027786	6.9516e-05	3.0419e-06	6.2537e-05	3.7532e-06	0.0031538	0.0018188	
6.1437e-05	2.9637e-07	2.8876e-05	1.2191e-05	0.18254	2.5421e-05	2.5209e-05	0.0012998	0.00024138	8.2859e-05	2.9311e-06	6.2569e-05	3.6561e-06	0.0026985	0.001863	
6.0567e-05	2.9405e-07	2.9445e-05	1.3798e-05	0.18318	2.3518e-05	2.4322e-05	0.0012798	0.00021093	9.9782e-05	2.513e-06	6.2635e-05	3.5714e-06	0.0022824	0.0018629	
5.978e-05	2.9461e-07	3.0046e-05	1.5616e-05	0.18407	2.1511e-05	2.3299e-05	0.0012772	0.00018557	0.00012116	2.1486e-06	6.2743e-05	3.4984e-06	0.0018995	0.0018671	
5.9501e-05	3.0072e-07	3.0193e-05	1.7343e-05	0.18475	1.9455e-05	2.219e-05	0.0014594	0.00015677	0.00015186	1.8633e-06	6.283e-05	3.4119e-06	0.0018286	0.0018692	
5.9188e-05	3.0243e-07	3.0324e-05	1.8973e-05	0.19113	1.9441e-05	2.0888e-05	0.0016237	0.00016501	0.00017728	1.5546e-06	6.2895e-05	3.3155e-06	0.0017538	0.001869	
5.8843e-05	2.9856e-07	3.0442e-05	2.0511e-05	0.19694	1.94e-05	1.9492e-05	0.0027814	0.0001708	0.00019765	1.5437e-06	6.2938e-05	3.2093e-06	0.001676	0.0018664	
5.8549e-05	2.9713e-07	3.0577e-05	2.2222e-05	0.20385	1.937e-05	1.8131e-05	0.0043052	0.00017867	0.00022348	1.5417e-06	6.301e-05	3.114e-06	0.0016038	0.0018675	
5.8305e-05	2.9813e-07	3.073e-05	2.2725e-05	0.20968	1.9354e-05	1.6801e-05	0.0063113	0.00018883	0.00021662	1.5487e-06	6.3113e-05	3.1308e-06	0.0015222	0.0018723	
5.803e-05	2.948e-07	3.0869e-05	2.3193e-05	0.215	1.931e-05	1.538e-05	0.0080589	0.00019642	0.00020541	1.5467e-06	6.3193e-05	3.1396e-06	0.0014374	0.0018748	
5.7808e-05	2.9431e-07	3.1028e-05	2.3729e-05	0.22143	1.9281e-05	1.3997e-05	0.010411	0.00020673	0.00019871	1.5548e-06	6.3307e-05	3.1572e-06	0.0013592	0.0018813	
5.7634e-05	2.9616e-07	3.1206e-05	2.3765e-05	0.22335	1.9264e-05	1.2641e-05	0.011177	0.00021971	0.00019559	1.5717e-06	6.3525e-05	3.1829e-06	0.0012871	0.0018491	
5.7431e-05	2.9386e-07	3.1369e-05	2.378e-05	0.22509	1.922e-05	1.1199e-05	0.01185	0.00023003	0.00018858	1.5801e-06	6.3721e-05	3.2008e-06	0.0012123	0.0018139	
5.7272e-05	2.9366e-07	3.155e-05	2.3828e-05	0.22718	1.9188e-05	9.7789e-06	0.012717	0.00024295	0.00018478	1.5969e-06	6.3946e-05	3.2261e-06	0.0011426	0.0017836	
5.7085e-05	2.8939e-07	3.1717e-05	2.3856e-05	0.22908	1.9129e-05	8.2739e-06	0.013484	0.00025319	0.00017721	1.6052e-06	6.4151e-05	3.2438e-06	0.0010704	0.0017505	
5.6947e-05	2.8762e-07	3.1904e-05	2.3921e-05	0.23141	1.9084e-05	6.7963e-06	0.014498	0.00026657	0.00017322	1.6231e-06	6.4387e-05	3.2699e-06	0.0010037	0.0017226	
5.6784e-05	2.8271e-07	3.2078e-05	2.4052e-05	0.23355	1.8772e-05	6.6861e-06	0.015397	0.00037922	0.00016572	1.6328e-06	6.4723e-05	3.289e-06	0.00093477	0.0016743	
5.6663e-05	2.7976e-07	3.227e-05	2.4162e-05	0.23609	1.8434e-05	6.5094e-06	0.015738	0.0004725	0.00016109	1.6509e-06	6.5037e-05	3.3153e-06	0.00087046	0.0016226	
5.652e-05	2.7319e-07	3.245e-05	2.4254e-05	0.23847	1.8072e-05	6.2692e-06	0.016042	0.00055973	0.00015329	1.6617e-06	6.5333e-05	3.3351e-06	0.00080437	0.0015678	
5.6416e-05	2.6833e-07	3.2646e-05	2.4379e-05	0.24123	1.772e-05	6.0102e-06	0.016436	0.00065905	0.00014797	1.6802e-06	6.5656e-05	3.3616e-06	0.00074246	0.001519	
5.6294e-05	2.6019e-07	3.2832e-05	2.4489e-05	0.24387	1.7347e-05	5.6905e-06	0.016798	0.00075309	0.00013987	1.6923e-06	6.5965e-05	3.3825e-06	0.0006792	0.001468	
5.6206e-05	2.5328e-07	3.3032e-05	2.4628e-05	0.24686	1.6981e-05	5.3482e-06	0.017249	0.00085866	0.00013367	1.711e-06	6.6298e-05	3.409e-06	0.00061949	0.0014219	
5.6152e-05	2.4757e-07	3.3247e-05	2.4798e-05	0.25024	1.6624e-05	4.9831e-06	0.017809	0.00097736	0.0001292	1.7365e-06	6.6657e-05	3.4415e-06	0.00056315	0.0013805	
5.6132e-05	2.4304e-07	3.3477e-05	2.5e-05	0.25063	1.6274e-05	4.5952e-06	0.018505	0.0011113	7.9988e-05	1.7693e-06	6.7042e-05	3.4801e-06	0.00051022	0.0013433	
5.6092e-05	2.3508e-07	3.3696e-05	2.5184e-05	0.25095	1.5901e-05	4.1452e-06	0.019139	0.0012373	8.2467e-05	1.7948e-06	6.7409e-05	3.5124e-06	0.00045593	0.001304	
5.6087e-05	2.2828e-07	3.393e-05	2.5401e-05	0.25143	1.5536e-05	3.6723e-06	0.019926	0.0013797	8.5984e-05	1.8277e-06	6.7802e-05	3.5509e-06	0.00040476	0.0012687	
5.6122e-05	2.2297e-07	3.4182e-05	2.5599e-05	0.24997	1.5147e-05	3.1369e-06	0.020934	0.0015451	9.0966e-05	1.8698e-06	6.8178e-05	3.597e-06	0.00035696	0.0012313	
5.6195e-05	2.1908e-07	3.4453e-05	2.5836e-05	0.24875	1.4769e-05	2.5815e-06	0.022221	0.0017355	9.759e-05	1.9215e-06	6.8584e-05	3.6509e-06	0.00031221	0.0011984	
5.631e-05	2.166e-07	3.4743e-05	2.6115e-05	0.24776	1.4401e-05	2.0053e-06	0.023874	0.001955	0.00010613	1.9837e-06	6.9022e-05	3.713e-06	0.00027032	0.0011695	
5.6403e-05	2.1548e-07	3.502e-05	2.6373e-05	0.24662	1.3994e-05	2.4064e-06	0.025377	0.0021619	0.00011805	2.0571e-06	6.9442e-05	3.7678e-06	0.00026445	0.0011387	
5.6533e-05	2.155e-07	3.5315e-05	2.6671e-05	0.24568	1.3595e-05	2.7796e-06	0.027269	0.0023978	0.00013244	2.1417e-06	6.9891e-05	3.83e-06	0.00025898	0.0011115	
5.664e-05	2.1203e-07	3.5597e-05	2.6947e-05	0.24466	1.3172e-05	3.0922e-06	0.02897	0.0026187	0.00014349	2.2169e-06	7.032e-05	3.885e-06	0.0002533	0.0010824	
5.6725e-05	2.0501e-07	3.5866e-05	2.7201e-05	0.24353	1.2725e-05	3.3442e-06	0.030498	0.0028252	0.00015123	2.2827e-06	7.073e-05	3.9328e-06	0.00024741	0.0010511	
5.6851e-05	2.6795e-07	3.6156e-05	2.7432e-05	0.24229	1.2253e-05	3.5345e-06	0.031859	0.003017	0.00015437	2.3299e-06	7.1117e-05	3.973e-06	0.00024129	0.0010175	
5.6955e-05	3.2545e-07	3.6433e-05	2.7642e-05	0.24093	1.1757e-05	3.6645e-06	0.033086	0.0032009	0.00015433	2.3683e-06	7.1485e-05	4.0061e-06	0.00023495	0.00098168	
5.7036e-05	3.7763e-07	3.6697e-05	2.7828e-05	0.23994	1.2203e-05	3.605e-06	0.036082	0.0036568	0.00015106	2.3979e-06	7.1831e-05	3.9115e-06	0.00022949	0.00094304	
5.7152e-05	4.3465e-07	3.6978e-05	2.8049e-05	0.23914	1.2656e-05	3.5163e-06	0.03978	0.0041712	0.00014982	2.4369e-06	7.2204e-05	3.825e-06	0.00022437	0.00090835	
5.725e-05	4.8714e-07	3.7248e-05	2.8254e-05	0.23827	1.3087e-05	3.3698e-06	0.043224	0.0046641	0.00014586	2.4686e-06	7.2562e-05	3.7322e-06	0.00021912	0.00087193	
5.7382e-05	5.2618e-07	3.7535e-05	2.8492e-05	0.23758	1.3525e-05	3.1928e-06	0.047409	0.0052155	0.00014421	2.4756e-06	7.2945e-05	3.6468e-06	0.00021417	0.00083899	
5.7547e-05	5.6893e-07	3.7837e-05	2.8764e-05	0.23705	1.3969e-05	2.9845e-06	0.052478	0.0058308	0.00014419	2.4908e-06	7.3354e-05	3.5682e-06	0.00020952	0.00080916	
5.7695e-05	6.0761e-07	3.8129e-05	2.9021e-05	0.23646	1.4392e-05	2.7193e-06	0.057228	0.0064229	0.0001416	2.4993e-06	7.3748e-05	3.4837e-06	0.00020474	0.0007779	
5.7826e-05	6.4227e-07	3.8411e-05	2.9262e-05	0.23581	1.478e-05	3.8346e-06	0.061686	0.0069928	0.00013643	2.501e-06	7.4127e-05	3.3934e-06	0.00019984	0.00074515	
5.7991e-05	6.807e-07	3.8709e-05	2.9538e-05	0.23532	1.5174e-05	4.9398e-06	0.06707	0.0076283	0.00013285	2.5108e-06	7.4531e-05	3.3097e-06	0.00019523	0.00071544	
5.8189e-05	7.2334e-07	3.9023e-05	2.9849e-05	0.23497	1.5574e-05	6.0364e-06	0.073602	0.0083379	0.00013081	2.5288e-06	7.4962e-05	3.2327e-06	0.00019089	0.00068857	
5.8428e-05	7.7154e-07	3.9358e-05	3.0205e-05	0.2348	1.5984e-05	7.132e-06	0.081773	0.0084916	0.0001307	2.557e-06	7.5425e-05	3.1632e-06	0.00018684	0.00066469	
5.8709e-05	8.2614e-07	3.9713e-05	3.0609e-05	0.2348	1.6405e-05	8.2293e-06	0.092087	0.0086729	0.00013282	2.5959e-06	7.5921e-05	3.1012e-06	0.00018309	0.00064364	
5.897e-05	8.7561e-07	4.0056e-05	3.0989e-05	0.23472	1.6778e-05	1.7275e-05	0.10149	0.0088413	0.0001322	2.6269e-06	7.6396e-05	3.0325e-06	0.00017919	0.00066896	
5.9269e-05	9.3113e-07	4.0418e-05	3.1415e-05	0.23228	1.7168e-05	1.9332e-05	0.11313	0.0090367	0.00013333	2.6679e-06	7.6902e-05	2.9704e-06	0.00017557	0.00066308	
5.955e-05	9.8174e-07	4.0769e-05	3.1822e-05	0.2297	1.7537e-05	2.131e-05	0.12396	0.0092208	0.00013183	2.7014e-06	7.7391e-05	2.9024e-06	0.00017184	0.00065623	
5.9869e-05	1.0384e-06	4.1139e-05	3.2274e-05	0.22746	1.7914e-05	2.3321e-05	0.13721	0.0094329	0.00013198	2.7445e-06	7.791e-05	2.8406e-06	0.00016834	0.00065098	
6.0222e-05	1.1007e-06	4.1526e-05	3.2012e-05	0.22549	1.8297e-05	2.5357e-05	0.15309	0.0096726	0.00013347	2.7962e-06	7.8456e-05	2.7837e-06	0.00016504	0.00064709	
6.0558e-05	1.1582e-06	4.1902e-05	3.1735e-05	0.22342	1.8659e-05	2.7318e-05	0.16801	0.0099006	0.00013246	2.841e-06	7.8987e-05	2.7216e-06	0.00016165	0.00064233	
6.0878e-05	1.2113e-06	4.2268e-05	3.1444e-05	0.22126	1.9001e-05	2.9206e-05	0.18215	0.010119	0.00012906	2.8793e-06	7.9504e-05	2.6544e-06	0.00015818	0.00063678	
6.1232e-05	1.2701e-06	4.2651e-05	3.1186e-05	0.21071	1.9349e-05	3.1119e-05	0.18531	0.010365	0.00012696	2.9261e-06	8.0047e-05	2.592e-06	0.00015491	0.00063256	
6.157e-05	1.3244e-06	4.3025e-05	3.0915e-05	0.19978	1.9677e-05	3.2959e-05	0.18829	0.0106	0.00012248	2.9664e-06	8.0576e-05	2.5247e-06	0.00015156	0.00062755	
6.1892e-05	1.3743e-06	4.3389e-05	3.063e-05	0.18846	1.9985e-05	3.4726e-05	0.1911	0.010825	0.0001156	3.0002e-06	8.1091e-05	2.4523e-06	0.00014812	0.00062174	
6.2253e-05	1.4309e-06	4.3772e-05	3.0381e-05	0.17845	2.0301e-05	3.6529e-05	0.19161	0.011083	0.00011033	3.044e-06	8.1636e-05	2.3856e-06	0.0001449	0.00061745	
6.2595e-05	1.5019e-06	4.4144e-05	3.0117e-05	0.16801	2.0596e-05	3.8253e-05	0.19205	0.011328	0.00010116	3.1084e-06	8.2165e-05	2.3134e-06	0.00014159	0.00061226	
6.2974e-05	1.5806e-06	4.4533e-05	2.9885e-05	0.15869	2.0898e-05	4.0008e-05	0.19265	0.011605	9.3334e-05	3.1831e-06	8.2722e-05	2.2461e-06	0.00013847	0.00060843	
6.3332e-05	1.6699e-06	4.491e-05	2.9637e-05	0.14892	2.1178e-05	4.1681e-05	0.19319	0.011867	8.8132e-05	3.2719e-06	8.3261e-05	2.1731e-06	0.00013525	0.00060365	
6.367e-05	1.7532e-06	4.5276e-05	2.9372e-05	0.13869	2.1436e-05	4.3274e-05	0.19366	0.012115	8.0485e-05	3.3524e-06	8.3783e-05	2.0946e-06	0.00013193	0.00059796	
6.405e-05	1.8469e-06	4.5662e-05	2.9145e-05	0.12973	2.1704e-05	4.4908e-05	0.19432	0.012401	7.4146e-05	3.4464e-06	8.4338e-05	2.0218e-06	0.00012883	0.00059384	
6.4491e-05	1.9319e-06	4.6081e-05	2.8893e-05	0.12859	2.1945e-05	4.6446e-05	0.19487	0.012665	6.4833e-05	3.5288e-06	8.4869e-05	1.942e-06	0.00012555	0.00058846	
6.4039e-05	1.9049e-06	4.6547e-05	2.8693e-05	0.1246	2.2205e-05	4.8059e-05	0.19572	0.012985	5.77e-05	3.6327e-06	8.5446e-05	1.8707e-06	0.00012259	0.00058529	
6.3643e-05	1.8873e-06	4.7043e-05	2.8469e-05	0.12125	2.2438e-05	4.957e-05	0.19635	0.013272	5.2067e-05	3.7563e-06	8.5998e-05	1.8066e-06	0.00011987	0.00058081	
6.33e-05	1.8801e-06	4.7568e-05	2.8219e-05	0.11849	2.2644e-05	5.0981e-05	0.19729	0.013622	4.7989e-05	3.9044e-06	8.6524e-05	1.7501e-06	0.00011741	0.00057502	
6.3016e-05	1.8831e-06	4.8129e-05	2.8019e-05	0.11623	2.2868e-05	5.2468e-05	0.19862	0.014042	4.525e-05	4.0797e-06	8.7097e-05	1.7006e-06	0.00011518	0.00057141	
6.2787e-05	1.8963e-06	4.8726e-05	2.7867e-05	0.11439	2.3111e-05	5.4035e-05	0.20047	0.014546	4.3712e-05	4.2856e-06	8.7718e-05	1.6579e-06	0.00011317	0.00056995	
6.2607e-05	1.919e-06	4.9357e-05	2.7692e-05	0.10845	2.3321e-05	5.5479e-05	0.20332	0.015251	4.3056e-05	4.5223e-06	8.8312e-05	1.6211e-06	0.00011137	0.00056712	
6.24e-05	1.9343e-06	4.9967e-05	2.749e-05	0.10195	2.3502e-05	5.6815e-05	0.20594	0.015898	3.9845e-05	4.7403e-06	8.8878e-05	1.5774e-06	0.00010946	0.0005629	
6.2245e-05	1.9359e-06	5.0614e-05	2.7335e-05	0.09653	2.3701e-05	5.8226e-05	0.20948	0.016666	3.7868e-05	4.9218e-06	8.949e-05	1.5397e-06	0.00010773	0.00056073	
6.214e-05	1.9473e-06	5.1299e-05	2.7221e-05	0.091991	2.3916e-05	5.9713e-05	0.2142	0.01757	3.67e-05	5.1338e-06	9.0149e-05	1.5075e-06	0.00010619	0.0005605	
6.2083e-05	1.9685e-06	5.2022e-05	2.6362e-05	0.088177	2.4149e-05	6.1275e-05	0.22047	0.018631	3.6261e-05	5.3792e-06	9.0856e-05	1.4803e-06	0.00010481	0.00056218	
6.2082e-05	1.9821e-06	5.2793e-05	2.5593e-05	0.084053	2.4399e-05	6.2916e-05	0.24113	0.019238	3.3085e-05	5.6045e-06	9.1611e-05	1.447e-06	0.00010334	0.00056576	
6.2061e-05	1.9903e-06	5.3549e-05	2.4795e-05	0.079699	2.4626e-05	6.447e-05	0.26015	0.019815	2.7768e-05	5.8166e-06	9.2346e-05	1.4087e-06	0.0001018	0.00056842	
6.2026e-05	1.9939e-06	5.4293e-05	2.3974e-05	0.075161	2.4833e-05	6.5948e-05	0.27805	0.02037	2.0458e-05	6.0182e-06	9.3065e-05	1.3661e-06	0.0001002	0.00057032	
6.202e-05	2.0032e-06	5.5062e-05	2.3212e-05	0.071109	2.5046e-05	6.7461e-05	0.29949	0.020989	1.314e-05	6.2402e-06	9.3815e-05	1.3259e-06	9.8705e-05	0.00057339	
6.1999e-05	2.0077e-06	5.5818e-05	2.2427e-05	0.06688	2.5273e-05	6.9036e-05	0.31961	0.021583	2.0931e-05	6.4512e-06	9.4549e-05	1.2814e-06	9.7153e-05	0.00057567	
6.2007e-05	2.0187e-06	5.6599e-05	2.1695e-05	0.063084	2.5505e-05	7.0646e-05	0.34353	0.022242	2.8692e-05	6.6824e-06	9.5313e-05	1.239e-06	9.5697e-05	0.00057907	
6.2002e-05	2.0258e-06	5.7369e-05	2.0946e-05	0.059167	2.572e-05	7.2185e-05	0.36637	0.022882	3.4585e-05	6.9048e-06	9.6063e-05	1.1927e-06	9.4197e-05	0.00058184	
6.2024e-05	2.0377e-06	5.8163e-05	2.0246e-05	0.055627	2.5939e-05	7.3755e-05	0.39324	0.023587	4.0435e-05	7.1469e-06	9.6841e-05	1.1482e-06	9.2783e-05	0.00058564	
6.2034e-05	2.0459e-06	5.8947e-05	1.953e-05	0.05198	2.6139e-05	7.5257e-05	0.41897	0.024274	4.4423e-05	7.3803e-06	9.7607e-05	1.1e-06	9.1327e-05	0.00058883	
6.2033e-05	2.0503e-06	5.9721e-05	1.8799e-05	0.048223	2.6322e-05	7.669e-05	0.44362	0.024943	4.6558e-05	7.6051e-06	9.8361e-05	1.048e-06	8.9829e-05	0.00059141	
