Vombatus_ursinus	Trichosurus_vulpecula	Thylacinus_cynocephalus	Tachyglossus_aculeatus	Sarcophilus_harrisii	Phascolarctos_cinereus	Ornithorhynchus_anatinus	Monodelphis_domestica	Macropus_eugenii	Gracilinanus_agilis	Dromiciops_gliroides	Antechinus_flavipes	
3.5701e-06	2.2732e-06	4.2201e-07	0.0057222	1.7099e-05	6.3321e-06	0.00010226	1.2595e-05	6.4644e-06	7.3631e-06	6.0712e-07	2.4421e-06	
3.5635e-06	2.3277e-06	4.251e-07	0.005692	1.7441e-05	6.5907e-06	0.00010678	1.2815e-05	6.7219e-06	7.4129e-06	6.2616e-07	2.3661e-06	
3.5643e-06	2.3907e-06	4.2636e-07	0.0056651	1.7799e-05	6.8612e-06	0.00011217	1.3076e-05	7.0175e-06	7.4758e-06	6.5152e-07	2.2903e-06	
3.5563e-06	2.4348e-06	6.5356e-07	0.0056366	1.8132e-05	7.1144e-06	0.00011298	1.3305e-05	7.2888e-06	7.521e-06	6.6258e-07	2.2031e-06	
3.5557e-06	2.4875e-06	8.9058e-07	0.0056113	1.848e-05	7.3798e-06	0.00011469	1.3574e-05	7.6e-06	7.5793e-06	6.801e-07	2.116e-06	
3.5635e-06	2.5494e-06	1.1386e-06	0.0055843	1.8845e-05	7.6584e-06	0.00011184	1.3882e-05	7.9556e-06	7.649e-06	7.0458e-07	2.0288e-06	
3.5625e-06	2.5923e-06	1.3708e-06	0.0055557	1.9185e-05	7.9194e-06	0.00010444	1.4157e-05	8.285e-06	7.7011e-06	7.1469e-07	1.9305e-06	
3.5687e-06	2.6441e-06	1.6141e-06	0.0055303	1.9541e-05	8.1932e-06	9.7876e-05	1.4476e-05	8.6592e-06	7.7663e-06	7.315e-07	1.832e-06	
3.5809e-06	2.7028e-06	1.8672e-06	0.0055073	1.9911e-05	8.4779e-06	9.1596e-05	1.4833e-05	9.0761e-06	7.8422e-06	7.5352e-07	1.7323e-06	
3.5843e-06	2.7424e-06	2.1031e-06	0.0054731	2.0236e-05	8.7446e-06	0.00011527	1.5156e-05	9.464e-06	7.9004e-06	7.6096e-07	1.9893e-06	
3.5936e-06	2.789e-06	2.3493e-06	0.005442	2.0574e-05	9.0225e-06	0.00014059	1.5519e-05	9.8963e-06	7.9695e-06	7.7375e-07	2.2488e-06	
3.609e-06	2.8429e-06	2.6065e-06	0.005409	2.0927e-05	9.3121e-06	0.00016056	1.5218e-05	1.0377e-05	8.0537e-06	7.921e-07	2.5112e-06	
3.6317e-06	2.9085e-06	2.8783e-06	0.0053796	2.1296e-05	9.6165e-06	0.00018298	1.496e-05	1.0392e-05	8.1518e-06	8.1803e-07	2.7781e-06	
3.6604e-06	2.9819e-06	3.1629e-06	0.0053529	2.168e-05	9.9334e-06	0.00020752	1.4737e-05	1.043e-05	8.2613e-06	8.5e-07	3.0483e-06	
3.6951e-06	3.0635e-06	3.4611e-06	0.0053292	2.2078e-05	1.0263e-05	0.0002354	1.4548e-05	1.0493e-05	8.3824e-06	8.8843e-07	3.3221e-06	
3.7361e-06	3.1536e-06	3.7739e-06	0.0053039	2.2491e-05	1.0607e-05	0.00025724	1.4391e-05	1.058e-05	8.5154e-06	9.3383e-07	3.5997e-06	
3.7689e-06	3.2251e-06	4.0693e-06	0.0052811	2.288e-05	1.0932e-05	0.00028191	1.4207e-05	1.065e-05	8.6317e-06	9.648e-07	3.8646e-06	
3.8091e-06	3.3091e-06	4.3823e-06	0.0052567	2.3287e-05	1.1274e-05	0.00030033	1.406e-05	1.0287e-05	8.7623e-06	1.0047e-06	4.1347e-06	
3.8417e-06	3.3754e-06	4.6789e-06	0.0052348	2.3671e-05	1.1599e-05	0.00032199	1.3888e-05	9.9026e-06	8.8772e-06	1.0309e-06	4.3926e-06	
3.8791e-06	3.448e-06	4.9876e-06	0.0052148	2.4067e-05	1.1935e-05	0.00034592	1.3742e-05	9.5524e-06	9.0014e-06	1.0624e-06	4.653e-06	
3.9098e-06	3.5045e-06	5.282e-06	0.0051939	2.4443e-05	1.2257e-05	0.00036462	1.3575e-05	9.1846e-06	9.1117e-06	1.0814e-06	4.9022e-06	
3.9457e-06	3.5679e-06	5.5894e-06	0.0051748	2.483e-05	1.259e-05	0.00038592	1.3435e-05	8.8514e-06	9.232e-06	1.1063e-06	5.1542e-06	
3.9856e-06	3.636e-06	5.4131e-06	0.0051573	2.5227e-05	1.2932e-05	0.00040927	1.3315e-05	8.5454e-06	9.3601e-06	1.1353e-06	5.4079e-06	
4.0305e-06	3.7104e-06	5.245e-06	0.0051412	2.5636e-05	1.3286e-05	0.00043546	1.322e-05	8.2678e-06	9.4976e-06	1.17e-06	5.6642e-06	
4.069e-06	3.7697e-06	5.0651e-06	0.0051187	2.6025e-05	1.3626e-05	0.00064878	1.3105e-05	7.9763e-06	9.6222e-06	1.1928e-06	5.9099e-06	
4.1122e-06	3.8349e-06	4.8925e-06	0.0050981	2.6426e-05	1.3978e-05	0.00088163	1.3013e-05	7.7111e-06	9.7557e-06	1.2209e-06	6.1579e-06	
4.1458e-06	3.9108e-06	4.727e-06	0.005079	2.6837e-05	1.4303e-05	0.0011361	1.2943e-05	7.4746e-06	9.8983e-06	1.2544e-06	6.4084e-06	
4.1736e-06	3.9724e-06	4.5505e-06	0.0050595	2.7231e-05	1.4616e-05	0.0013801	1.2856e-05	7.2263e-06	1.0029e-05	1.2768e-06	6.6488e-06	
4.1957e-06	4.0199e-06	4.3631e-06	0.0050396	2.7607e-05	1.4916e-05	0.0016143	1.2753e-05	6.9666e-06	1.0147e-05	1.2881e-06	6.8792e-06	
4.2218e-06	4.0725e-06	4.1818e-06	0.0050211	2.7993e-05	1.5226e-05	0.0018693	1.2669e-05	6.729e-06	1.0274e-05	1.3042e-06	7.1115e-06	
4.2423e-06	4.111e-06	3.9898e-06	0.0050022	2.8361e-05	1.5524e-05	0.0021141	1.257e-05	6.4803e-06	1.0389e-05	1.3093e-06	7.3339e-06	
4.2572e-06	4.1355e-06	3.7869e-06	0.0049828	2.8713e-05	1.5809e-05	0.0023491	1.2455e-05	6.2203e-06	1.0492e-05	1.3034e-06	7.5463e-06	
4.2762e-06	4.1652e-06	3.5901e-06	0.0049649	2.9074e-05	1.6104e-05	0.0026055	1.2359e-05	5.982e-06	1.0603e-05	1.3022e-06	7.7607e-06	
4.2992e-06	4.2002e-06	3.399e-06	0.0049484	2.9444e-05	1.6408e-05	0.0028855	1.2282e-05	5.764e-06	1.0723e-05	1.3059e-06	7.9772e-06	
4.3168e-06	4.2215e-06	3.1975e-06	0.0049316	2.9798e-05	1.6701e-05	0.0031552	1.2191e-05	5.5358e-06	1.0831e-05	1.2988e-06	8.184e-06	
4.3379e-06	4.247e-06	3.0004e-06	0.0049143	3.0161e-05	1.7002e-05	0.0034137	1.2082e-05	5.3252e-06	1.0926e-05	1.2962e-06	8.3922e-06	
4.3637e-06	4.279e-06	2.8094e-06	0.0048368	3.0535e-05	1.7315e-05	0.0037575	1.1994e-05	5.1343e-06	1.1031e-05	9.6556e-07	8.6034e-06	
4.3834e-06	4.2959e-06	2.607e-06	0.004764	3.0891e-05	1.7615e-05	0.0041317	1.1888e-05	4.932e-06	1.1122e-05	1.0159e-06	8.8039e-06	
4.4078e-06	4.3192e-06	2.4102e-06	0.0046964	3.1258e-05	1.7926e-05	0.004546	1.1803e-05	4.7483e-06	1.1224e-05	1.0713e-06	9.0075e-06	
4.4262e-06	4.3279e-06	2.2025e-06	0.0046273	3.1607e-05	1.8223e-05	0.0049439	1.1701e-05	4.554e-06	1.1312e-05	1.1153e-06	9.2006e-06	
4.449e-06	4.3425e-06	1.9998e-06	0.0045629	3.1967e-05	1.8532e-05	0.0053811	1.1619e-05	4.3769e-06	1.141e-05	1.1643e-06	9.3965e-06	
4.4764e-06	4.3632e-06	1.8015e-06	0.0044965	3.2339e-05	1.8853e-05	0.0057972	1.1556e-05	4.2156e-06	1.1517e-05	1.2185e-06	9.5953e-06	
4.5073e-06	4.388e-06	1.6059e-06	0.0044284	3.272e-05	1.9183e-05	0.0061954	1.1509e-05	4.067e-06	1.1632e-05	1.2768e-06	9.7958e-06	
4.5428e-06	4.4188e-06	1.4139e-06	0.0043648	3.3112e-05	1.9525e-05	0.0066331	1.148e-05	3.9323e-06	1.1756e-05	1.3412e-06	9.9993e-06	
4.5819e-06	4.4539e-06	1.224e-06	0.0043054	3.3514e-05	1.9878e-05	0.0071145	1.1466e-05	3.8087e-06	1.1888e-05	1.4105e-06	1.0205e-05	
4.6152e-06	4.4744e-06	1.0239e-06	0.0042449	3.3897e-05	2.0217e-05	0.0075778	1.1436e-05	3.6763e-06	1.2007e-05	1.468e-06	1.04e-05	
4.6428e-06	4.4809e-06	8.1404e-07	0.0041833	3.4263e-05	2.0543e-05	0.008025	1.1391e-05	3.5355e-06	1.2114e-05	1.5144e-06	1.0585e-05	
4.6648e-06	4.4734e-06	5.9431e-07	0.0041059	3.4612e-05	2.0856e-05	0.010988	1.1332e-05	3.3862e-06	1.221e-05	1.5496e-06	1.076e-05	
4.6915e-06	4.4722e-06	3.7789e-07	0.0040261	3.4972e-05	2.1183e-05	0.013837	1.129e-05	3.2502e-06	1.2315e-05	1.5914e-06	1.0938e-05	
4.7125e-06	4.4568e-06	4.0134e-07	0.0039449	3.5315e-05	2.1496e-05	0.01661	1.1234e-05	3.1057e-06	1.2409e-05	1.6219e-06	1.1106e-05	
4.7373e-06	4.4458e-06	4.207e-07	0.003862	3.5668e-05	2.182e-05	0.019306	1.1161e-05	2.972e-06	1.2489e-05	1.6585e-06	1.1277e-05	
4.7564e-06	4.4206e-06	4.3195e-07	0.0037847	3.6003e-05	2.2131e-05	0.022259	1.1106e-05	2.83e-06	1.2579e-05	1.6829e-06	1.1437e-05	
4.7802e-06	4.4017e-06	4.3954e-07	0.0037126	3.6351e-05	2.2454e-05	0.025493	1.107e-05	2.7e-06	1.2679e-05	1.7143e-06	1.16e-05	
4.8088e-06	4.3888e-06	4.4348e-07	0.0036453	3.6711e-05	2.2792e-05	0.029035	1.1017e-05	2.5811e-06	1.2764e-05	1.7531e-06	1.1767e-05	
4.8317e-06	4.3619e-06	4.3931e-07	0.0035768	3.7053e-05	2.3116e-05	0.032484	1.0948e-05	2.4545e-06	1.2838e-05	1.7804e-06	1.1924e-05	
4.8584e-06	4.3392e-06	4.3108e-07	0.0035123	3.7406e-05	2.3451e-05	0.03622	1.0894e-05	2.3368e-06	1.292e-05	1.8134e-06	1.2083e-05	
4.8794e-06	4.3024e-06	4.1472e-07	0.0034464	3.7743e-05	2.3773e-05	0.039824	1.0826e-05	2.2113e-06	1.2989e-05	1.8348e-06	1.2232e-05	
4.9053e-06	4.2716e-06	3.9472e-07	0.003387	3.8093e-05	2.4109e-05	0.040532	1.0775e-05	2.0961e-06	1.3069e-05	1.8639e-06	1.2384e-05	
4.9362e-06	4.2469e-06	3.7102e-07	0.0033257	3.8457e-05	2.4459e-05	0.041205	1.0742e-05	1.9903e-06	1.3159e-05	1.9009e-06	1.254e-05	
4.961e-06	4.2076e-06	3.3912e-07	0.0032687	3.8802e-05	2.4795e-05	0.041956	1.0694e-05	1.8768e-06	1.3236e-05	1.9258e-06	1.2686e-05	
4.9799e-06	4.1539e-06	2.9904e-07	0.0032105	3.9128e-05	2.5118e-05	0.04268	1.0629e-05	1.7554e-06	1.3301e-05	1.9387e-06	1.2821e-05	
5.0036e-06	4.1059e-06	2.5518e-07	0.0031562	3.9468e-05	2.5454e-05	0.043482	1.0582e-05	1.6431e-06	1.3375e-05	1.9593e-06	1.296e-05	
5.0322e-06	4.0635e-06	2.0745e-07	0.0031055	3.982e-05	2.5805e-05	0.04437	1.0553e-05	1.5391e-06	1.3461e-05	1.9879e-06	1.3102e-05	
5.0658e-06	4.0266e-06	1.558e-07	0.0030583	4.0187e-05	2.617e-05	0.045352	1.0541e-05	1.4428e-06	1.3556e-05	2.0248e-06	1.3249e-05	
5.1046e-06	3.9953e-06	1.0015e-07	0.0030142	4.0567e-05	2.6551e-05	0.046438	1.0546e-05	1.3539e-06	1.3663e-05	2.0706e-06	1.3399e-05	
5.137e-06	3.9491e-06	1.3573e-07	0.0029691	4.0928e-05	2.6917e-05	0.047481	1.0535e-05	1.2573e-06	1.3756e-05	2.1032e-06	1.3538e-05	
5.163e-06	3.888e-06	1.6335e-07	0.0029229	4.1269e-05	2.7268e-05	0.048486	1.0507e-05	1.1533e-06	1.3835e-05	2.1231e-06	1.3667e-05	
5.1945e-06	3.8328e-06	1.8627e-07	0.0028799	4.1625e-05	2.7635e-05	0.0496	1.0497e-05	1.0565e-06	1.3926e-05	2.1522e-06	1.3799e-05	
5.2345e-06	3.7889e-06	2.005e-07	0.0028349	4.1954e-05	2.8027e-05	0.050639	1.0464e-05	9.7002e-07	1.3998e-05	2.1618e-06	1.3918e-05	
5.265e-06	3.7249e-06	2.1118e-07	0.0027947	4.2306e-05	2.8396e-05	0.051858	1.0404e-05	8.7284e-07	1.4051e-05	2.1527e-06	1.4044e-05	
5.3043e-06	3.672e-06	2.1812e-07	0.0026891	4.2683e-05	2.8789e-05	0.053752	1.0373e-05	7.8543e-07	1.4121e-05	2.1587e-06	1.418e-05	
5.3526e-06	3.6301e-06	2.2137e-07	0.0025765	4.3085e-05	2.9209e-05	0.055481	1.0307e-05	7.0689e-07	1.4162e-05	2.1815e-06	1.4324e-05	
5.3909e-06	3.5677e-06	2.1565e-07	0.0025493	4.3457e-05	2.9605e-05	0.056745	1.0214e-05	6.1804e-07	1.4183e-05	2.1849e-06	1.4453e-05	
5.4186e-06	3.4833e-06	2.0071e-07	0.0025204	4.3797e-05	2.9973e-05	0.057902	1.0092e-05	5.1771e-07	1.4181e-05	2.1675e-06	1.4565e-05	
5.4611e-06	3.4135e-06	1.826e-07	0.0024943	4.4168e-05	2.9509e-05	0.059239	1.0004e-05	4.2954e-07	1.4201e-05	2.1691e-06	1.4688e-05	
5.4928e-06	3.3217e-06	1.5528e-07	0.0024666	4.4505e-05	2.9017e-05	0.060461	9.8869e-06	3.3031e-07	1.4199e-05	2.1499e-06	1.4795e-05	
5.5137e-06	3.2078e-06	1.1872e-07	0.0024372	4.481e-05	2.8496e-05	0.061578	9.7399e-06	2.1959e-07	1.4174e-05	2.1096e-06	1.4884e-05	
5.5455e-06	3.1081e-06	7.9e-08	0.002411	4.5146e-05	2.8009e-05	0.062895	9.6267e-06	1.1955e-07	1.4172e-05	2.0884e-06	1.4986e-05	
5.5672e-06	2.9833e-06	1.0049e-07	0.0023829	4.5451e-05	2.7495e-05	0.06409	9.4862e-06	1.151e-07	1.4148e-05	2.5304e-06	1.5071e-05	
5.5787e-06	3.4126e-06	1.1342e-07	0.0023533	4.5725e-05	2.6955e-05	0.065191	9.318e-06	1.047e-07	1.4103e-05	2.9337e-06	1.514e-05	
5.5996e-06	3.8722e-06	1.2184e-07	0.0023418	4.6025e-05	2.6444e-05	0.065718	9.1199e-06	9.3889e-08	1.4035e-05	3.1588e-06	1.5218e-05	
5.6171e-06	4.3224e-06	1.6777e-07	0.0023318	4.6284e-05	2.5927e-05	0.066369	8.9571e-06	7.9198e-08	1.399e-05	3.3767e-06	1.5276e-05	
5.6313e-06	4.7632e-06	2.1199e-07	0.002321	4.6576e-05	2.5402e-05	0.066953	8.8277e-06	6.0629e-08	1.3967e-05	3.5875e-06	1.5346e-05	
5.6421e-06	5.1947e-06	2.4652e-07	0.0023094	4.6833e-05	2.487e-05	0.067468	8.6691e-06	3.8184e-08	1.3921e-05	3.791e-06	1.5399e-05	
5.6419e-06	5.5901e-06	5.2881e-07	0.0022969	4.7057e-05	2.431e-05	0.067919	8.4808e-06	4.9697e-08	1.3852e-05	3.964e-06	1.5434e-05	
5.6514e-06	6.0447e-06	7.9159e-07	0.0022835	4.725e-05	2.378e-05	0.068308	8.3216e-06	3.4816e-08	1.3803e-05	4.2121e-06	1.5454e-05	
5.6499e-06	6.4549e-06	1.0707e-06	0.0022691	4.7475e-05	2.3221e-05	0.068639	8.133e-06	5.0829e-08	1.3732e-05	4.4261e-06	1.5485e-05	
5.6374e-06	6.8306e-06	1.5575e-06	0.0022536	4.8309e-05	2.2634e-05	0.068913	7.9147e-06	6.2129e-08	1.3637e-05	4.6076e-06	1.5103e-05	
5.6343e-06	7.2383e-06	2.0704e-06	0.0022398	4.9179e-05	2.2075e-05	0.069275	7.7249e-06	7.2324e-08	1.3561e-05	4.8246e-06	1.4735e-05	
5.6422e-06	7.6868e-06	2.6115e-06	0.0022248	5.0087e-05	2.1549e-05	0.06957	7.5671e-06	8.1966e-08	1.3507e-05	5.0878e-06	1.438e-05	
5.4027e-06	7.6611e-06	3.1889e-06	0.0022086	5.104e-05	2.1144e-05	0.069807	7.3762e-06	9.4874e-08	1.3425e-05	5.4493e-06	1.4041e-05	
5.1817e-06	7.6599e-06	3.8048e-06	0.0021944	5.204e-05	2.0766e-05	0.070143	7.2164e-06	1.0778e-07	1.3365e-05	5.8753e-06	1.3717e-05	
4.9755e-06	7.679e-06	4.4562e-06	0.0021817	5.3081e-05	2.041e-05	0.07057	7.0814e-06	1.2038e-07	1.3323e-05	6.3644e-06	1.3404e-05	
4.7553e-06	7.6708e-06	5.0757e-06	0.0021681	5.408e-05	2.0029e-05	0.070937	6.9192e-06	1.2696e-07	1.3258e-05	6.8041e-06	1.3073e-05	
4.5496e-06	7.683e-06	5.7318e-06	0.0021535	5.5122e-05	1.9671e-05	0.071246	6.7815e-06	1.3329e-07	1.3212e-05	7.3106e-06	1.2754e-05	
4.3297e-06	7.781e-06	6.3552e-06	0.0021379	5.6121e-05	1.9287e-05	0.071501	6.6167e-06	1.4522e-07	1.3143e-05	7.7651e-06	1.2417e-05	
4.1263e-06	7.9053e-06	7.0228e-06	0.0021242	5.717e-05	1.8928e-05	0.071858	6.4803e-06	1.579e-07	1.3096e-05	8.3013e-06	1.2093e-05	
3.9105e-06	8.0033e-06	7.6598e-06	0.0021094	5.818e-05	1.8548e-05	0.072153	6.3193e-06	1.6453e-07	1.3027e-05	8.7882e-06	1.1753e-05	
3.6821e-06	8.0751e-06	8.1757e-06	0.0020962	5.9257e-05	1.8144e-05	0.072542	6.4291e-06	1.6513e-07	1.2657e-05	9.2238e-06	1.1432e-05	
3.4395e-06	8.1188e-06	8.6621e-06	0.0020846	6.0292e-05	1.7716e-05	0.07303	6.5131e-06	1.5944e-07	1.226e-05	9.61e-06	1.1093e-05	
3.2139e-06	8.1883e-06	9.1858e-06	0.0020744	6.1378e-05	1.7313e-05	0.073642	6.6232e-06	1.5446e-07	1.1892e-05	1.0073e-05	1.0767e-05	
3.0017e-06	8.2798e-06	9.7434e-06	0.0020634	6.2509e-05	1.6932e-05	0.074182	6.7561e-06	1.4956e-07	1.1547e-05	1.061e-05	1.0452e-05	
2.8021e-06	8.3937e-06	1.0337e-05	0.0020537	6.3688e-05	1.657e-05	0.074833	6.9128e-06	1.4467e-07	1.1226e-05	1.123e-05	1.0147e-05	
2.6142e-06	8.5307e-06	1.0969e-05	0.0020451	6.4914e-05	1.6229e-05	0.075608	7.0943e-06	1.3972e-07	1.0925e-05	1.1944e-05	9.8511e-06	
2.4374e-06	8.6918e-06	1.1643e-05	0.0020376	6.6191e-05	1.5906e-05	0.07652	6.8673e-06	1.3467e-07	1.0661e-05	1.2764e-05	9.5646e-06	
2.2496e-06	8.8254e-06	1.2283e-05	0.0020294	6.7388e-05	1.5562e-05	0.077337	6.6133e-06	1.2375e-07	1.0375e-05	1.3516e-05	1.0075e-05	
2.0725e-06	8.9836e-06	1.2966e-05	0.0020222	6.8636e-05	1.5237e-05	0.078297	6.3871e-06	1.1268e-07	1.0109e-05	1.4381e-05	1.06e-05	
1.8848e-06	9.1093e-06	1.3616e-05	0.0020162	6.984e-05	1.4891e-05	0.079447	6.1344e-06	1.6897e-07	9.8209e-06	1.5174e-05	1.1107e-05	
1.7091e-06	9.2646e-06	1.4317e-05	0.0020095	7.1105e-05	1.4567e-05	0.080476	5.9135e-06	2.3032e-07	9.5562e-06	1.5249e-05	1.1632e-05	
1.5447e-06	9.4507e-06	1.5074e-05	0.0020038	7.2458e-05	1.4263e-05	0.0817	5.7218e-06	2.977e-07	9.3132e-06	1.5389e-05	1.1587e-05	
1.6135e-06	9.6086e-06	1.5796e-05	0.0019977	7.3767e-05	1.3937e-05	0.082827	5.5055e-06	3.5659e-07	9.0498e-06	1.5489e-05	1.1527e-05	
1.687e-06	9.7925e-06	1.6566e-05	0.0019924	7.513e-05	1.3628e-05	0.084133	5.3125e-06	4.2065e-07	8.8037e-06	1.5645e-05	1.1475e-05	
1.7523e-06	9.946e-06	1.7298e-05	0.0019867	7.6445e-05	1.3298e-05	0.085325	5.0936e-06	4.7551e-07	8.5361e-06	1.5757e-05	1.1406e-05	
1.8094e-06	1.0069e-05	1.7991e-05	0.0019803	7.7712e-05	1.2945e-05	0.08641	4.848e-06	5.2142e-07	8.2465e-06	1.5825e-05	1.1322e-05	
1.8722e-06	1.0224e-05	1.874e-05	0.0019732	7.9042e-05	1.2613e-05	0.087381	4.6305e-06	5.7372e-07	7.978e-06	1.5959e-05	1.1248e-05	
1.9268e-06	1.0347e-05	1.945e-05	0.0019655	8.0324e-05	1.226e-05	0.088264	4.3866e-06	6.1676e-07	7.6875e-06	1.6048e-05	1.1157e-05	
1.9737e-06	1.0443e-05	2.0126e-05	0.001969	8.1561e-05	1.1886e-05	0.088852	4.6661e-06	6.5127e-07	7.3498e-06	1.6096e-05	1.1052e-05	
2.0252e-06	1.0564e-05	2.0098e-05	0.0019719	8.2853e-05	1.1529e-05	0.08936	4.6489e-06	6.9099e-07	7.1512e-06	1.6276e-05	1.0954e-05	
2.0693e-06	1.0659e-05	2.0047e-05	0.0019744	8.4104e-05	1.1153e-05	0.089811	4.6119e-06	7.2244e-07	6.9347e-06	1.6417e-05	1.0842e-05	
2.1176e-06	1.0778e-05	1.9968e-05	0.0019764	8.5314e-05	1.0792e-05	0.090203	4.5896e-06	7.587e-07	6.7311e-06	1.6615e-05	1.0715e-05	
2.1697e-06	1.0919e-05	1.9911e-05	0.0019791	8.6569e-05	1.0444e-05	0.090683	4.58e-06	7.9948e-07	6.5384e-06	1.6866e-05	1.0594e-05	
2.2151e-06	1.1036e-05	1.9834e-05	0.0019815	8.7789e-05	1.008e-05	0.09112	4.5533e-06	8.3268e-07	6.3303e-06	1.7084e-05	1.0461e-05	
2.2539e-06	1.113e-05	1.9738e-05	0.0019837	8.8974e-05	9.6992e-06	0.091514	4.5095e-06	8.5845e-07	6.1068e-06	1.7269e-05	1.0314e-05	
2.2962e-06	1.1245e-05	1.9663e-05	0.0019854	9.0203e-05	9.3307e-06	0.091861	4.4775e-06	8.8836e-07	5.8933e-06	1.7504e-05	1.0173e-05	
2.342e-06	1.1382e-05	1.9608e-05	0.0019878	9.1475e-05	8.9737e-06	0.09229	4.457e-06	9.2264e-07	5.6894e-06	1.7792e-05	1.0035e-05	
2.3925e-06	1.1544e-05	1.9578e-05	0.0019898	9.28e-05	8.6302e-06	0.092674	4.4507e-06	9.6283e-07	5.4968e-06	1.8146e-05	9.9038e-06	
2.4359e-06	1.1681e-05	1.9527e-05	0.0019916	9.4086e-05	8.2699e-06	0.093016	4.3804e-06	9.9477e-07	5.8365e-06	1.8459e-05	9.7592e-06	
2.484e-06	1.1843e-05	1.95e-05	0.0019835	9.5425e-05	7.9224e-06	0.093663	4.3243e-06	1.0327e-06	6.1924e-06	1.8839e-05	9.6202e-06	
2.5252e-06	1.1982e-05	1.9454e-05	0.001975	9.6728e-05	7.5592e-06	0.094261	4.2795e-06	1.0627e-06	6.563e-06	1.9181e-05	9.4688e-06	
2.5705e-06	1.2144e-05	1.9429e-05	0.0019661	9.8078e-05	7.2069e-06	0.094808	4.2463e-06	1.098e-06	6.9495e-06	1.9587e-05	9.3218e-06	
2.6195e-06	1.2328e-05	1.9423e-05	0.001958	9.9475e-05	6.8638e-06	0.095445	4.2236e-06	1.1384e-06	7.3511e-06	2.0055e-05	9.1785e-06	
2.6722e-06	1.2534e-05	1.9436e-05	0.0019505	0.00010092	6.5292e-06	0.096165	4.2084e-06	1.184e-06	7.7653e-06	2.0589e-05	9.0384e-06	
2.7191e-06	1.272e-05	1.9434e-05	0.0019428	0.00010233	6.182e-06	0.096851	4.1795e-06	1.2228e-06	8.165e-06	2.1092e-05	8.8877e-06	
2.7606e-06	1.2888e-05	1.9418e-05	0.0019349	0.00010372	5.8229e-06	0.097508	4.1376e-06	1.2552e-06	8.5514e-06	2.1569e-05	8.7268e-06	
2.8053e-06	1.3076e-05	1.9419e-05	0.0019287	0.00010515	5.471e-06	0.097048	4.1043e-06	1.2924e-06	8.9518e-06	2.2108e-05	8.5685e-06	
2.8447e-06	1.3246e-05	1.9406e-05	0.0019222	0.00010655	5.1075e-06	0.096563	4.0582e-06	1.3232e-06	9.339e-06	2.2621e-05	8.4001e-06	
2.8787e-06	1.3398e-05	1.938e-05	0.0019156	0.00010793	4.7323e-06	0.096053	3.9994e-06	1.3478e-06	9.7131e-06	2.3106e-05	8.2217e-06	
2.9151e-06	1.3566e-05	1.9368e-05	0.0019103	0.00010935	4.3623e-06	0.093036	3.947e-06	1.376e-06	1.0099e-05	2.3648e-05	8.0445e-06	
2.9458e-06	1.3716e-05	1.9341e-05	0.0019047	0.00011074	3.9802e-06	0.089922	3.8811e-06	1.3976e-06	1.047e-05	2.4159e-05	7.8569e-06	
2.9791e-06	1.3882e-05	1.9329e-05	0.0018997	0.00011216	3.6032e-06	0.087057	3.8218e-06	1.423e-06	1.0854e-05	2.4728e-05	7.6707e-06	
3.016e-06	1.4071e-05	1.9334e-05	0.0018953	0.00011363	3.2332e-06	0.084428	3.7887e-06	1.4538e-06	1.0565e-05	2.4276e-05	7.487e-06	
3.0474e-06	1.424e-05	1.9326e-05	0.0018906	0.00011508	2.8514e-06	0.081718	3.7427e-06	1.4779e-06	1.0262e-05	2.3797e-05	7.2932e-06	
3.0815e-06	1.4428e-05	1.9331e-05	0.0018865	0.00011656	2.4745e-06	0.079229	3.7029e-06	1.5063e-06	9.9705e-06	2.3372e-05	7.1006e-06	
3.1099e-06	1.4597e-05	1.9323e-05	0.0018821	0.00011801	2.0857e-06	0.07666	3.6708e-06	1.528e-06	9.6917e-06	2.2919e-05	6.8977e-06	
3.1421e-06	1.4788e-05	1.9332e-05	0.0018784	0.00011952	1.7034e-06	0.074333	3.6468e-06	1.5552e-06	9.4246e-06	2.2526e-05	6.6974e-06	
3.1773e-06	1.5e-05	1.9357e-05	0.0018752	0.00012106	1.3256e-06	0.0722	3.6288e-06	1.5871e-06	9.167e-06	2.2184e-05	6.4983e-06	
3.2037e-06	1.5191e-05	1.9366e-05	0.0018717	0.00012258	1.3795e-06	0.069991	3.5975e-06	1.6119e-06	8.8959e-06	2.1813e-05	6.2887e-06	
3.2343e-06	1.5408e-05	1.9395e-05	0.0018681	0.00012414	1.4313e-06	0.06769	3.575e-06	1.6432e-06	8.6372e-06	2.1502e-05	6.0819e-06	
3.2695e-06	1.5652e-05	1.9444e-05	0.001865	0.00012577	1.481e-06	0.065625	3.5615e-06	1.6813e-06	8.3908e-06	2.1248e-05	5.878e-06	
3.3085e-06	1.5921e-05	1.951e-05	0.0018616	0.00012744	1.5283e-06	0.063454	3.5554e-06	1.7255e-06	8.1543e-06	2.1043e-05	5.6759e-06	
3.3409e-06	1.6166e-05	1.9559e-05	0.001858	0.00012908	1.5655e-06	0.061182	3.5347e-06	1.7617e-06	7.9034e-06	2.0808e-05	5.4626e-06	
3.3791e-06	1.6446e-05	1.9632e-05	0.0018396	0.00013078	1.6016e-06	0.05963	3.5253e-06	1.8068e-06	7.6666e-06	2.0635e-05	5.2533e-06	
