Scyliorhinus_canicula	Latimeria_chalumnae	Hemiscyllium_ocellatum	Carcharodon_carcharias	Amblyraja_radiata	
1.4428e-06	3.635e-09	1.5599e-07	2.9898e-06	0.0043984	
1.4732e-06	6.3491e-09	1.7924e-07	2.996e-06	0.004338	
1.5094e-06	5.7633e-08	2.6687e-07	2.9368e-06	0.0031401	
1.488e-06	6.3904e-08	2.6871e-07	2.915e-06	0.0033462	
1.3201e-06	6.526e-08	2.7728e-07	2.9161e-06	0.0038475	
7.855e-07	3.2103e-08	4.4085e-07	2.7105e-06	0.0057028	
7.8861e-07	2.9947e-08	4.5766e-07	2.722e-06	0.0061327	
6.9524e-07	2.9525e-08	4.8363e-07	2.754e-06	0.0070391	
6.374e-07	3.0964e-08	5.2282e-07	2.6778e-06	0.0090833	
5.5209e-07	3.213e-08	5.5183e-07	2.7687e-06	0.011119	
2.8676e-07	3.3023e-08	5.9647e-07	2.8995e-06	0.013145	
8.7362e-08	3.3644e-08	6.5721e-07	3.0659e-06	0.015163	
5.5342e-08	3.3992e-08	7.0687e-07	3.2019e-06	0.017172	
6.4501e-08	3.4067e-08	7.4726e-07	3.3163e-06	0.019172	
9.3662e-08	3.3869e-08	8.3346e-07	3.3401e-06	0.021164	
2.0957e-07	3.3398e-08	8.8968e-07	3.3192e-06	0.023147	
3.6817e-07	3.2655e-08	9.6562e-07	3.3195e-06	0.025121	
4.5701e-07	3.1639e-08	1.1343e-06	3.2611e-06	0.027087	
4.9674e-07	3.035e-08	1.2407e-06	3.3104e-06	0.029044	
4.7403e-07	2.8788e-08	1.403e-06	3.4044e-06	0.030993	
4.4025e-07	2.6953e-08	1.5474e-06	3.4884e-06	0.032933	
4.2306e-07	2.4846e-08	1.7347e-06	3.6017e-06	0.034865	
3.965e-07	2.2465e-08	1.8945e-06	3.6968e-06	0.036788	
3.8456e-07	1.9812e-08	1.9415e-06	3.8275e-06	0.038703	
3.3936e-07	1.6886e-08	1.9459e-06	4.2611e-06	0.040609	
3.8118e-07	1.3688e-08	1.9329e-06	4.6108e-06	0.042507	
6.1361e-07	1.0216e-08	1.8935e-06	4.8668e-06	0.044397	
6.8154e-07	8.2454e-09	1.8746e-06	5.1972e-06	0.048407	
7.0169e-07	7.6281e-09	1.9059e-06	5.3721e-06	0.050274	
1.9717e-06	4.8811e-09	1.0653e-06	5.7979e-06	0.073843	
1.6551e-06	5.2343e-09	1.0796e-06	5.221e-06	0.076275	
1.4215e-06	6.2185e-09	1.1083e-06	4.7535e-06	0.081419	
1.256e-06	8.5366e-09	1.0846e-06	4.3887e-06	0.083868	
1.0549e-06	9.6866e-09	1.1512e-06	3.9702e-06	0.085546	
8.2525e-07	1.0066e-08	1.2079e-06	3.5156e-06	0.086773	
6.5234e-07	8.6934e-09	1.2857e-06	3.1439e-06	0.08702	
4.5319e-07	6.4132e-09	1.3521e-06	2.7375e-06	0.087003	
3.0394e-07	5.1289e-09	1.4423e-06	2.4079e-06	0.087711	
2.8137e-07	5.0362e-09	1.5012e-06	1.9575e-06	0.087941	
2.6942e-07	3.5583e-09	1.5845e-06	1.5918e-06	0.087377	
2.7358e-07	2.9238e-09	1.5879e-06	1.3415e-06	0.087677	
2.5411e-07	3.0338e-09	1.5572e-06	1.2742e-06	0.087455	
2.4369e-07	3.488e-09	1.5431e-06	1.2228e-06	0.087886	
2.2472e-07	3.3564e-09	1.5197e-06	1.1626e-06	0.088044	
2.141e-07	3.5873e-09	1.5123e-06	1.1169e-06	0.08894	
1.4385e-07	2.8427e-09	1.5263e-06	1.0889e-06	0.089095	
9.3497e-08	2.7361e-09	1.4788e-06	1.076e-06	0.088556	
9.5371e-08	1.9793e-09	1.4109e-06	1.0464e-06	0.087651	
1.0146e-07	1.5665e-09	1.3639e-06	1.0284e-06	0.084933	
1.1231e-07	1.3759e-09	1.3348e-06	1.0214e-06	0.083808	
1.1626e-07	1.7422e-09	1.2962e-06	1.0077e-06	0.082167	
1.291e-07	1.1869e-09	1.2795e-06	9.1296e-07	0.081654	
1.4801e-07	8.1614e-10	1.2773e-06	8.3671e-07	0.079768	
1.5953e-07	8.478e-10	1.267e-06	7.5131e-07	0.077186	
1.7839e-07	9.674e-10	1.2718e-06	6.8326e-07	0.070481	
1.8953e-07	1.5005e-09	1.2679e-06	6.0672e-07	0.060339	
3.2693e-07	1.5419e-09	1.2545e-06	5.1483e-07	0.046895	
3.6215e-07	1.772e-09	1.2562e-06	4.4184e-07	0.040414	
4.1338e-07	2.2737e-09	1.273e-06	3.8296e-07	0.023955	
4.8803e-07	3.1497e-09	1.3058e-06	3.359e-07	0.016004	
5.488e-07	3.404e-09	1.3294e-06	2.821e-07	0.0064351	
5.9586e-07	2.9159e-09	1.3357e-06	2.2035e-07	0.004552	
6.6494e-07	2.8008e-09	1.3577e-06	1.6978e-07	0.0036482	
6.7534e-07	3.2942e-09	1.4336e-06	1.4885e-07	0.0017924	
7.0633e-07	2.7535e-09	1.4368e-06	1.3337e-07	0.0011193	
7.0121e-07	2.8727e-09	1.4078e-06	1.4235e-07	0.00094942	
7.1245e-07	2.11e-09	1.3954e-06	1.5449e-07	0.00059842	
7.0563e-07	1.7042e-09	1.4058e-06	1.6038e-07	0.00043901	
7.1633e-07	1.5327e-09	1.3287e-06	1.6975e-07	0.0003704	
7.4575e-07	1.5453e-09	1.2733e-06	1.8368e-07	0.00035232	
7.6343e-07	1.088e-09	1.2079e-06	1.9374e-07	0.00031099	
7.6105e-07	8.6053e-10	1.188e-06	1.9667e-07	0.00032558	
7.378e-07	8.3183e-10	1.2025e-06	1.9232e-07	0.00040195	
7.3666e-07	1.1212e-09	1.179e-06	1.9317e-07	0.0004296	
7.2415e-07	1.9073e-09	1.1422e-06	1.8905e-07	0.00063074	
6.0845e-07	1.6926e-09	1.1215e-06	1.891e-07	0.0010699	
5.2429e-07	1.7163e-09	1.1154e-06	1.9274e-07	0.0012256	
4.6534e-07	1.9844e-09	1.1239e-06	2.01e-07	0.0012432	
4.3833e-07	1.3893e-09	1.1599e-06	1.8155e-07	0.001167	
3.8609e-07	1.309e-09	1.1767e-06	1.9857e-07	0.0010115	
4.3952e-07	1.7846e-09	1.1839e-06	2.1013e-07	0.00077846	
4.8088e-07	1.5719e-09	1.1818e-06	2.1756e-07	0.00075674	
4.5474e-07	1.5672e-09	1.1949e-06	2.3013e-07	0.00080287	
4.4273e-07	1.782e-09	1.2236e-06	2.4761e-07	0.00075388	
4.4385e-07	2.4144e-09	1.2699e-06	2.7079e-07	0.00057903	
4.5819e-07	2.2624e-09	1.3377e-06	3.0069e-07	0.00024024	
4.5285e-07	2.6313e-09	1.3805e-06	4.5982e-07	0.0001368	
4.3775e-07	2.4257e-09	1.4137e-06	6.0511e-07	0.00013789	
3.6762e-07	2.8829e-09	1.4068e-06	8.9187e-07	0.00011134	
3.6356e-07	3.9717e-09	1.3586e-06	1.0599e-06	0.00011667	
3.7617e-07	4.0228e-09	1.3355e-06	1.1072e-06	9.1498e-05	
4.0057e-07	4.5051e-09	1.3272e-06	1.1691e-06	8.5341e-05	
4.1537e-07	6.556e-09	1.3105e-06	1.2227e-06	6.3719e-05	
4.4371e-07	6.8135e-09	1.3092e-06	1.293e-06	5.9121e-05	
4.8702e-07	7.7369e-09	1.3221e-06	1.382e-06	6.6775e-05	
5.1924e-07	7.5325e-09	1.3258e-06	1.4608e-06	0.00013754	
5.6934e-07	5.6635e-09	1.3455e-06	1.5614e-06	0.00015536	
6.4126e-07	4.6222e-09	1.3815e-06	1.6878e-06	0.00020575	
6.9923e-07	2.6296e-09	1.4083e-06	1.8011e-06	0.00023341	
7.4404e-07	1.9786e-09	1.426e-06	1.9023e-06	0.00023909	
7.0308e-07	1.609e-09	1.4606e-06	2.0343e-06	0.00027936	
6.5002e-07	1.883e-09	1.4865e-06	2.1538e-06	0.00029713	
5.8378e-07	1.6687e-09	1.5037e-06	2.2608e-06	0.00029468	
5.3688e-07	1.6117e-09	1.5365e-06	2.3939e-06	0.0003258	
4.7775e-07	1.0726e-09	1.5602e-06	2.5137e-06	0.00033536	
4.0607e-07	9.6547e-10	1.5747e-06	2.6211e-06	0.0003136	
3.5313e-07	9.1337e-10	1.6051e-06	2.7559e-06	0.00032602	
2.8811e-07	1.2655e-09	1.6261e-06	2.8765e-06	0.00031541	
2.4084e-07	1.9545e-09	1.578e-06	3.0315e-06	0.00024438	
1.8314e-07	2.1471e-09	1.5202e-06	3.172e-06	0.00014308	
1.51e-07	2.6706e-09	1.3262e-06	3.1864e-06	9.9647e-05	
1.2703e-07	3.5555e-09	1.172e-06	3.2197e-06	8.0637e-05	
1.0944e-07	4.9917e-09	1.0499e-06	3.2732e-06	7.7431e-05	
9.7017e-08	5.2939e-09	9.5539e-07	3.3492e-06	4.7511e-05	
7.764e-08	4.8896e-09	8.4791e-07	3.4132e-06	6.2693e-05	
6.2723e-08	4.9743e-09	7.6361e-07	3.5012e-06	9.6527e-05	
6.9001e-08	4.1214e-09	7.4606e-07	3.5234e-06	0.00010587	
7.8604e-08	3.792e-09	7.4118e-07	3.5676e-06	0.00013854	
9.3208e-08	4.199e-09	6.8915e-07	3.6398e-06	0.0001364	
1.1264e-07	5.0764e-09	6.5035e-07	3.737e-06	0.00015548	
1.2504e-07	5.3097e-09	6.0396e-07	3.8214e-06	0.00015812	
1.3057e-07	4.9105e-09	5.4963e-07	3.8934e-06	0.00014457	
1.4107e-07	5.1807e-09	5.0805e-07	3.991e-06	0.00015286	
1.4454e-07	4.82e-09	4.5904e-07	4.0754e-06	0.00014511	
1.4096e-07	3.8069e-09	4.0207e-07	4.147e-06	0.00012063	
1.2746e-07	3.4799e-09	3.7715e-07	4.1942e-06	0.00012855	
1.0647e-07	4.2199e-09	3.4572e-07	4.2293e-06	0.00011907	
9.1561e-08	3.6433e-09	3.2337e-07	4.2895e-06	0.00013179	
1.2314e-07	4.108e-09	2.925e-07	4.3246e-06	0.00012634	
1.2228e-07	3.6498e-09	2.8053e-07	4.4283e-06	9.0034e-05	
1.1456e-07	3.8971e-09	2.6205e-07	4.5173e-06	9.0501e-05	
1.1462e-07	3.453e-09	2.2653e-07	4.6565e-06	7.3419e-05	
1.0786e-07	2.3822e-09	1.845e-07	4.7791e-06	4.0518e-05	
9.2159e-08	1.8964e-09	1.7259e-07	4.8736e-06	3.0572e-05	
6.7543e-08	1.9934e-09	1.5356e-07	4.9492e-06	4.3898e-05	
4.8083e-08	2.3168e-09	1.3944e-07	5.0544e-06	7.2605e-05	
3.2241e-08	2.954e-09	1.2947e-07	5.1935e-06	0.0001367	
2.6959e-08	2.8387e-09	1.3343e-07	5.2156e-06	0.00016475	
4.8259e-08	3.7208e-09	1.3298e-07	5.2167e-06	0.00017355	
7.4443e-08	3.3304e-09	1.3589e-07	5.2428e-06	0.00021306	
9.3205e-08	3.9102e-09	1.3292e-07	5.2546e-06	0.00022624	
1.1831e-07	5.0523e-09	1.335e-07	5.2931e-06	0.0002767	
1.3604e-07	5.5433e-09	1.3025e-07	5.3192e-06	0.00030442	
2.8853e-07	5.3994e-09	1.2293e-07	5.3262e-06	0.00031107	
3.3117e-07	6.0057e-09	1.1934e-07	5.3631e-06	0.00036067	
3.5585e-07	7.7628e-09	1.2633e-07	5.3675e-06	0.00051245	
3.7093e-07	8.7064e-09	1.2938e-07	5.3592e-06	0.00061875	
3.7699e-07	8.9251e-09	1.2866e-07	5.339e-06	0.00068939	
3.9415e-07	9.9298e-09	1.3111e-07	5.3436e-06	0.00085102	
4.0155e-07	1.0105e-08	1.2921e-07	5.3347e-06	0.00096127	
4.2147e-07	8.2739e-09	1.3082e-07	5.352e-06	0.0012199	
4.5565e-07	7.4027e-09	1.3596e-07	5.3964e-06	0.0017623	
4.7492e-07	7.5459e-09	1.6317e-07	5.417e-06	0.0031882	
4.838e-07	6.7622e-09	1.8513e-07	5.4245e-06	0.0042459	
4.2687e-07	7.0694e-09	2.1914e-07	5.4788e-06	0.0047018	
3.0576e-07	6.4264e-09	2.3894e-07	5.7047e-06	0.0049928	
2.7764e-07	6.7145e-09	2.4163e-07	5.8235e-06	0.0058714	
2.5999e-07	5.3321e-09	2.4957e-07	5.9795e-06	0.0076846	
2.3275e-07	2.8753e-09	2.5247e-07	6.1207e-06	0.0090307	
1.9643e-07	2.0032e-09	2.5067e-07	6.245e-06	0.01001	
1.7018e-07	1.4469e-09	2.5412e-07	6.4081e-06	0.011997	
1.3506e-07	1.501e-09	2.5264e-07	6.5519e-06	0.013422	
1.0862e-07	1.8364e-09	2.5645e-07	6.738e-06	0.016331	
7.4217e-08	1.5732e-09	2.5562e-07	6.9045e-06	0.018532	
2.6492e-08	1.5811e-09	2.6776e-07	7.0303e-06	0.019456	
2.1401e-08	9.9908e-10	2.7392e-07	7.1241e-06	0.020101	
1.6683e-08	6.0035e-10	2.864e-07	7.2562e-06	0.020193	
3.2518e-08	5.1489e-10	2.9313e-07	7.3619e-06	0.020127	
5.1619e-08	4.3829e-10	3.0657e-07	7.508e-06	0.019525	
6.2762e-08	4.7969e-10	3.7094e-07	7.6205e-06	0.018378	
4.8218e-08	5.3043e-10	4.592e-07	7.7937e-06	0.015471	
3.6776e-08	5.7512e-10	5.7201e-07	8.0186e-06	0.014083	
2.7612e-08	6.3503e-10	6.0003e-07	8.3079e-06	0.013475	
4.468e-08	1.0169e-09	6.2013e-07	8.556e-06	0.012587	
5.5056e-08	8.2304e-10	6.308e-07	8.7721e-06	0.012548	
6.8689e-08	6.9719e-10	6.5204e-07	9.0489e-06	0.012785	
7.5975e-08	8.9231e-10	6.6618e-07	9.2978e-06	0.012885	
7.7197e-08	5.8576e-10	6.7385e-07	9.5223e-06	0.012878	
7.236e-08	5.6074e-10	6.75e-07	9.7237e-06	0.012751	
7.1672e-08	6.264e-10	6.873e-07	9.9868e-06	0.012193	
9.8068e-08	7.9589e-10	6.733e-07	1.0118e-05	0.012107	
1.3414e-07	1.0086e-09	6.6953e-07	1.0035e-05	0.012266	
1.6211e-07	1.7573e-09	6.5944e-07	9.935e-06	0.012313	
1.8218e-07	2.0036e-09	6.4292e-07	9.8173e-06	0.012263	
2.1339e-07	2.4961e-09	6.3679e-07	9.3167e-06	0.012461	
2.5503e-07	3.2961e-09	6.3946e-07	8.9031e-06	0.012969	
2.8733e-07	3.531e-09	6.3605e-07	8.4549e-06	0.013337	
2.6657e-07	2.6322e-09	6.4691e-07	8.1328e-06	0.013342	
3.4306e-07	2.669e-09	6.509e-07	7.7609e-06	0.013244	
4.3994e-07	2.9207e-09	6.6304e-07	7.4512e-06	0.013354	
5.2485e-07	2.7019e-09	6.6997e-07	7.1197e-06	0.013392	
6.3275e-07	2.8907e-09	6.8525e-07	6.8427e-06	0.01297	
7.312e-07	2.6094e-09	6.9531e-07	6.5445e-06	0.012437	
8.5349e-07	2.4772e-09	7.1259e-07	6.2916e-06	0.012162	
9.6383e-07	1.9234e-09	7.2536e-07	6.0236e-06	0.011818	
1.1007e-06	1.4788e-09	7.4537e-07	5.7958e-06	0.011669	
1.2722e-06	1.1037e-09	7.7365e-07	5.6047e-06	0.011686	
1.4281e-06	1.145e-09	7.9698e-07	5.4009e-06	0.011638	
1.6253e-06	1.192e-09	8.2938e-07	5.2316e-06	0.011759	
1.7761e-06	1.2608e-09	8.7765e-07	5.0134e-06	0.012102	
1.9726e-06	1.5828e-09	8.6148e-07	4.8352e-06	0.012077	
2.1488e-06	2.6585e-09	8.397e-07	4.643e-06	0.011968	
2.1267e-06	4.1553e-09	8.2708e-07	4.4861e-06	0.012055	
2.0926e-06	5.058e-09	8.0939e-07	4.3177e-06	0.013952	
2.0813e-06	6.4225e-09	7.9972e-07	4.1769e-06	0.017202	
2.058e-06	7.1925e-09	7.8505e-07	4.0252e-06	0.019906	
2.0225e-06	7.3905e-09	7.6533e-07	3.8622e-06	0.022172	
1.9745e-06	7.0153e-09	7.4041e-07	3.687e-06	0.024073	
1.9134e-06	5.9784e-09	7.0995e-07	3.499e-06	0.039634	
1.8386e-06	4.3165e-09	6.7382e-07	3.297e-06	0.053031	
1.7936e-06	3.3247e-09	6.4854e-07	3.1322e-06	0.057014	
1.7318e-06	3.0458e-09	6.1406e-07	2.9498e-06	0.06843	
1.6499e-06	3.5114e-09	5.5757e-07	2.7442e-06	0.11115	
1.5986e-06	4.3792e-09	5.1411e-07	2.5766e-06	0.19221	
1.5315e-06	4.6611e-09	4.6349e-07	2.393e-06	0.25641	
1.4942e-06	3.6516e-09	4.2592e-07	2.2459e-06	0.28317	
1.4419e-06	3.7514e-09	3.8145e-07	2.084e-06	0.30329	
1.4156e-06	4.2411e-09	3.4739e-07	1.9529e-06	0.3424	
1.3748e-06	4.016e-09	3.0665e-07	1.8081e-06	0.37205	
1.3601e-06	4.2857e-09	2.7598e-07	1.6926e-06	0.38334	
1.3691e-06	5.0261e-09	2.53e-07	1.6004e-06	0.40574	
1.4744e-06	5.109e-09	2.2002e-07	1.5813e-06	0.42246	
1.5485e-06	5.8067e-09	1.9854e-07	1.5461e-06	0.45836	
1.6602e-06	7.3322e-09	1.8332e-07	1.5255e-06	0.47246	
1.7475e-06	7.907e-09	2.0422e-07	1.4944e-06	0.48257	
1.8748e-06	9.2986e-09	1.9224e-07	1.4767e-06	0.50307	
1.981e-06	9.9109e-09	1.757e-07	1.4516e-06	0.51885	
1.9811e-06	9.3506e-09	1.743e-07	1.4691e-06	0.52808	
1.9647e-06	8.0035e-09	1.6937e-07	1.4792e-06	0.53513	
1.9318e-06	5.8241e-09	1.6026e-07	1.4821e-06	0.54052	
1.8782e-06	5.2197e-09	1.7948e-07	1.4754e-06	0.54366	
1.806e-06	3.9053e-09	1.9388e-07	1.4611e-06	0.54593	
1.7063e-06	3.6019e-09	2.5151e-07	1.4344e-06	0.54692	
1.6891e-06	4.0135e-09	2.7086e-07	1.3313e-06	0.55066	
1.7071e-06	3.4477e-09	2.9969e-07	1.2525e-06	0.55233	
1.7537e-06	3.2763e-09	3.3762e-07	1.1909e-06	0.55616	
1.8347e-06	1.8967e-09	3.8807e-07	1.145e-06	0.55756	
1.896e-06	1.2568e-09	4.2842e-07	1.0903e-06	0.56339	
1.993e-06	8.0417e-10	4.8114e-07	1.0493e-06	0.57517	
2.0693e-06	6.8117e-10	5.2493e-07	1.0002e-06	0.58292	
2.1876e-06	5.9045e-10	5.8328e-07	9.6439e-07	0.59902	
2.2827e-06	6.3843e-10	6.3001e-07	9.2067e-07	0.65323	
2.3566e-06	1.0086e-09	6.6843e-07	8.6916e-07	0.69253	
2.4116e-06	9.4744e-10	6.9957e-07	8.0999e-07	0.72287	
2.5073e-06	9.8656e-10	7.4445e-07	7.6448e-07	0.73478	
2.581e-06	1.4328e-09	7.8003e-07	7.1123e-07	0.74306	
2.6348e-06	2.3683e-09	8.0663e-07	6.5033e-07	0.76872	
2.7309e-06	3.8869e-09	8.4714e-07	6.0261e-07	0.77881	
2.8047e-06	4.7126e-09	8.7937e-07	5.4754e-07	0.78644	
2.9929e-06	4.6875e-09	8.7236e-07	5.2162e-07	0.79122	
2.9963e-06	3.204e-09	8.7857e-07	5.0576e-07	0.8015	
2.9791e-06	2.8418e-09	8.765e-07	4.843e-07	0.80864	
2.9412e-06	3.2642e-09	8.6624e-07	4.5714e-07	0.81332	
2.9407e-06	2.5605e-09	8.6777e-07	4.374e-07	0.82491	
2.92e-06	2.735e-09	8.6187e-07	4.1225e-07	0.8334	
2.8801e-06	2.3828e-09	8.4899e-07	3.818e-07	0.83993	
2.8204e-06	1.4896e-09	8.2904e-07	3.4586e-07	0.84495	
2.5661e-06	1.0844e-09	8.3126e-07	3.2599e-07	0.84723	
2.3853e-06	8.3359e-10	7.6465e-07	3.125e-07	0.85235	
2.2574e-06	6.4033e-10	7.1449e-07	3.0413e-07	0.86265	
2.1033e-06	7.5506e-10	6.5495e-07	2.919e-07	0.87032	
1.9956e-06	9.0186e-10	6.1018e-07	2.8451e-07	0.88567	
1.9278e-06	1.1528e-09	5.7852e-07	2.8198e-07	0.89168	
1.8413e-06	2.0237e-09	5.396e-07	2.7528e-07	0.8961	
1.5182e-06	3.4323e-09	5.1311e-07	2.741e-07	0.89773	
1.5043e-06	4.1329e-09	4.7765e-07	2.6603e-07	0.89902	
1.4196e-06	4.2068e-09	4.2835e-07	2.8479e-07	0.89987	
1.3155e-06	3.6728e-09	4.5491e-07	2.9877e-07	0.9004	
1.2427e-06	3.5141e-09	4.9095e-07	3.1782e-07	0.90182	
1.1534e-06	4.4208e-09	5.2042e-07	3.3236e-07	0.90282	
1.0468e-06	4.7222e-09	5.4378e-07	3.4252e-07	0.90351	
9.6957e-07	5.4802e-09	5.7653e-07	3.577e-07	0.90515	
9.1681e-07	6.8704e-09	5.5173e-07	3.7869e-07	0.90851	
8.5094e-07	7.5816e-09	5.2094e-07	3.9515e-07	0.91114	
7.7116e-07	7.634e-09	4.8391e-07	4.0713e-07	0.9132	
7.1617e-07	8.6023e-09	4.574e-07	4.2548e-07	0.91752	
8.0803e-07	8.7558e-09	4.2308e-07	4.3668e-07	0.92108	
8.6876e-07	9.7546e-09	4.0433e-07	4.3671e-07	0.92861	
9.1593e-07	9.9624e-09	3.798e-07	4.321e-07	0.93493	
9.8866e-07	1.109e-08	3.6365e-07	4.3368e-07	0.94789	
1.0466e-06	1.1136e-08	3.4197e-07	4.306e-07	0.9578	
1.1429e-06	9.8862e-09	2.8727e-07	4.3658e-07	0.96391	
1.2784e-06	9.6297e-09	2.4495e-07	4.4907e-07	0.96627	
1.4619e-06	1.0177e-08	2.119e-07	4.6818e-07	0.97102	
1.6193e-06	9.9238e-09	1.7265e-07	4.8202e-07	0.97462	
1.6329e-06	1.066e-08	1.4353e-07	5.0579e-07	0.97604	
1.6303e-06	1.3782e-08	1.081e-07	5.2388e-07	0.97701	
1.6074e-06	1.5455e-08	1.0614e-07	5.3453e-07	0.97765	
1.6389e-06	1.5244e-08	1.1139e-07	5.0218e-07	0.97785	
1.5448e-06	1.6219e-08	1.2008e-07	4.7928e-07	0.97853	
1.4838e-06	1.548e-08	1.3292e-07	4.6366e-07	0.97877	
1.405e-06	1.3605e-08	1.4137e-07	4.4266e-07	0.98114	
1.3084e-06	1.0654e-08	1.4579e-07	4.1643e-07	0.98312	
1.1928e-06	6.5627e-09	1.4627e-07	3.8482e-07	0.98464	
1.1128e-06	4.352e-09	1.5243e-07	3.6104e-07	0.98523	
1.0156e-06	3.7635e-09	1.545e-07	3.3215e-07	0.98564	
9.4956e-07	3.6815e-09	1.6074e-07	3.103e-07	0.98563	
8.6712e-07	2.9105e-09	1.6255e-07	2.8333e-07	0.98552	
8.1047e-07	2.5411e-09	1.6834e-07	2.6241e-07	0.98492	
7.3884e-07	1.5444e-09	1.6975e-07	2.3663e-07	0.98521	
6.9124e-07	9.1352e-10	1.7561e-07	2.167e-07	0.98511	
6.6245e-07	5.2352e-10	1.8586e-07	2.0148e-07	0.98531	
6.2187e-07	4.2879e-10	1.9175e-07	1.821e-07	0.98539	
5.9938e-07	3.1644e-10	2.0267e-07	1.6729e-07	0.98509	
5.6514e-07	3.3166e-10	2.0886e-07	1.4831e-07	0.98461	
4.8935e-07	4.0113e-10	2.018e-07	1.5574e-07	0.98474	
3.9897e-07	6.2114e-10	1.8995e-07	1.5959e-07	0.9847	
3.3279e-07	8.9966e-10	1.8323e-07	1.6671e-07	0.98422	
3.6508e-07	7.4232e-10	1.7165e-07	1.6863e-07	0.98354	
3.3773e-07	6.3335e-10	1.6483e-07	1.7428e-07	0.98331	
3.2249e-07	5.4505e-10	1.6229e-07	1.835e-07	0.98341	
4.0703e-07	6.8932e-10	1.5406e-07	1.8637e-07	0.98336	
4.7791e-07	1.2068e-09	1.4158e-07	1.8557e-07	0.98319	
5.7348e-07	1.9217e-09	1.3308e-07	1.8802e-07	0.98333	
6.5315e-07	2.1113e-09	1.2039e-07	1.8667e-07	0.98335	
7.1707e-07	1.7831e-09	1.033e-07	1.8209e-07	0.98326	
8.0945e-07	1.767e-09	9.0507e-08	1.8169e-07	0.9835	
8.6829e-07	2.3599e-09	7.022e-08	2.3105e-07	0.98356	
9.1348e-07	2.4342e-09	4.5604e-08	2.7453e-07	0.98351	
9.3917e-07	3.2149e-09	3.9681e-08	3.0861e-07	0.98323	
9.4177e-07	4.837e-09	3.9998e-08	3.317e-07	0.98339	
9.3145e-07	5.7256e-09	3.7292e-08	3.4981e-07	0.98344	
9.0871e-07	5.9592e-09	3.1621e-08	3.6328e-07	0.98338	
8.7025e-07	5.3367e-09	3.9635e-08	3.7079e-07	0.98428	
8.5279e-07	5.3474e-09	4.9502e-08	3.8433e-07	0.98455	
8.6145e-07	3.8587e-09	6.2731e-08	3.5689e-07	0.98531	
8.5804e-07	3.5499e-09	7.2134e-08	3.2411e-07	0.98581	
8.7314e-07	2.2125e-09	8.4505e-08	2.9841e-07	0.98599	
8.7612e-07	1.7932e-09	9.2941e-08	2.6767e-07	0.98601	
7.8806e-07	1.8087e-09	1.0747e-07	2.4866e-07	0.98569	
6.8268e-07	1.323e-09	1.1793e-07	2.25e-07	0.98523	
6.0672e-07	1.0193e-09	1.3238e-07	2.0672e-07	0.98513	
5.1595e-07	1.0917e-09	1.4241e-07	1.8415e-07	0.98487	
4.4884e-07	1.2454e-09	1.565e-07	1.6611e-07	0.98489	
4.0119e-07	1.5368e-09	1.7571e-07	1.5217e-07	0.98523	
3.6842e-07	1.1128e-09	2.0151e-07	1.4159e-07	0.98528	
3.2493e-07	1.1204e-09	2.2155e-07	1.272e-07	0.98518	
2.9518e-07	1.2589e-09	2.4875e-07	1.1606e-07	0.98539	
2.478e-07	1.9775e-09	2.6849e-07	1.4023e-07	0.98547	
1.9018e-07	2.1977e-09	2.8336e-07	1.6047e-07	0.98547	
1.2239e-07	1.9532e-09	2.9377e-07	1.7711e-07	0.98538	
1.0222e-07	2.1104e-09	3.3038e-07	1.7464e-07	0.98492	
7.5633e-08	1.8288e-09	3.6196e-07	1.6906e-07	0.98434	
5.3217e-08	1.6506e-09	4.0121e-07	1.6566e-07	0.98408	
7.0995e-08	2.0381e-09	4.327e-07	1.5705e-07	0.9837	
9.104e-08	2.5047e-09	4.7098e-07	1.5014e-07	0.98356	
1.1433e-07	3.1106e-09	5.1817e-07	1.4486e-07	0.98361	
1.3233e-07	3.3199e-09	5.6095e-07	1.3704e-07	0.98363	
1.5386e-07	3.6963e-09	6.1243e-07	1.3059e-07	0.98288	
1.6986e-07	4.4785e-09	6.5638e-07	1.2157e-07	0.98261	
1.8076e-07	4.855e-09	6.9623e-07	1.1014e-07	0.98229	
1.8652e-07	4.8218e-09	7.3197e-07	9.6265e-08	0.98193	
1.9512e-07	4.9607e-09	7.7513e-07	8.3396e-08	0.98177	
1.9914e-07	4.6898e-09	8.1404e-07	6.8082e-08	0.98157	
2.0616e-07	4.5884e-09	8.6101e-07	5.3624e-08	0.98156	
2.0796e-07	4.0779e-09	9.0353e-07	3.6794e-08	0.98151	
2.0221e-07	3.159e-09	9.4146e-07	4.6922e-08	0.98142	
2.0006e-07	2.4301e-09	9.8873e-07	5.7473e-08	0.98154	
2.0171e-07	1.8349e-09	1.047e-06	6.8722e-08	0.98188	
3.3355e-07	1.8686e-09	1.0948e-06	7.5854e-08	0.98211	
4.9332e-07	1.9617e-09	1.1549e-06	8.3853e-08	0.98263	
6.376e-07	1.6338e-09	1.208e-06	8.9164e-08	0.98305	
8.223e-07	1.4514e-09	1.278e-06	9.6006e-08	0.98295	
9.8533e-07	1.7825e-09	1.3341e-06	9.9112e-08	0.98267	
1.1264e-06	2.8106e-09	1.3794e-06	9.9069e-08	0.98313	
1.2473e-06	3.1538e-09	1.415e-06	9.5896e-08	0.98344	
1.3495e-06	2.96e-09	1.442e-06	8.9596e-08	0.98363	
